titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Tous en scène à Noël,07/12/2021,,84,Pat Kiely, TF1 ,"Heather Hemmens,Luke MacFarlane,Maria Nash",Christmas in My Heart,,Anglais,Télefilm,2021,-,"3,2",,,,"Sean Grant, un célèbre chanteur de country, a perdu sa femme Allison, il y a trois ans. Il est le père de Katie, une petite fille passionnée par la musique classique et tout particulièrement par le violon, dont elle joue très bien. Cette dernière a besoin de cours particuliers pour se préparer au récital de fin d'année que donne son école. Entre alors en scène Elizabeth, une violoniste professionnelle new-yorkaise, de retour dans sa ville natale où sa mère, Johannah, vient de mourir. C'était une professeure aimée et respectée, responsable de la section musique de l'école de Katie. Elizabeth et Katie se lient tout de suite d'amitié et une relation amoureuse semble possible entre la jeune femme et Sean. Mais ce dernier prend peur et se referme sur lui, prétextant qu'elle n'a pas respecté leur vie privée. La magie de Noël va-t-elle suffire à effacer les douleurs respectives de chacun et donner lieu à une belle histoire ?"
Un Prince en cadeau,03/11/2022,,85,T.W. Peacocke, TF1 ,"Jen Lilley,Brendan Fehr,Michael Hanrahan",Royally Wrapped for Christmas,,Anglais,Télefilm,2021,-,"3,1",,,,"Lindsay est une jeune femme dynamique qui gère l’antenne new-yorkaise de la fondation Cœurs en fête. A l’occasion du centième anniversaire de la fondation, elle est invitée par le royaume de Vénessia afin d’assister à un gala. Elle se retrouve avec deux autres responsables d’antennes et apprend qu’ils sont en lice pour remplacer le responsable international de la fondation, qui part en retraite. Elle apprend à connaître Aiden, le prince héritier. Durant les préparatifs du gala, Lindsay ne manque pas d’initiatives et d’idées. Le prince héritier tombe amoureux d’elle. Mais comment faire accepter cet amour alors que les traditions doivent être respectées ? La magie de Noël opèrera-t-elle ? L’amour vaincra-t-il ?"
We Couldn't Become Adults,,Drame,124,Yoshihiro Mori,,"Mirai Moriyama,Sairi Itô,Masahiro Higashide",,,Japonais,Long-métrage,2021,-,"3,2",,1 Critique Spectateur,,"Après avoir reçu une invitation sur les réseaux sociaux, un quarantenaire immature se remémore ses relations depuis les années 90 et contemple ses espoirs inachevés."
Roohi,,"Comédie,Bollywood",145,Hardik Mehta,,"Rajkummar Rao,Janhvi Kapoor,Varun Sharma",,,Hindi,Long-métrage,2021,-,"2,9",,1 Critique Spectateur,,"Engagés pour enlever une future mariée, deux amis se retrouvent dans une situation rocambolesque : l'un tombe amoureux de leur otage, l'autre de l'esprit qui la possède."
The Giants,,,78,Bonifacio Angius,,"Stefano Deffenu,Stefano Manca di Villahermosa,Riccardo Bombagi",I giganti,,Italien,Long-métrage,2021,-,"2,7",,,,Une réunion entre vieux amis. Une maison isolée dans une vallée oubliée. Beaucoup de souvenirs et d'histoires d'amour venus des abysses.
Barbie et Chelsea : L'anniversaire perdu,,,,Cassandra Mackay,,,Barbie & Chelsea the Lost Birthday,,Anglais,Long-métrage,2021,-,"2,6",,,,"Quand son anniversaire passe à la trappe, Chelsea, la sœur de Barbie, part sur une île tropicale à la recherche d'une pierre magique qui exaucerait son vœu le plus cher."
Mission Extreme,03/12/2021,,130,Sunny Sanwar, Desi Entertainment Paris ,"Arifin Shuvo,Jannatul Ferdous Oishee,Taskeen Rahman",,,Bengali,Long-métrage,2021,-,"3,1",,,,"Adib est officier des forces spéciales au Dhaka Metropolitan Police. Alors que la capitale bangladais est en proie aux services secrets étrangers, Adib et son équipe mettent tout en place pour protéger la ville."
Pashmina,,"Bollywood,Musical",,Gurinder Chadha, Netflix France ,,,,Anglais,Long-métrage,2021,-,,,,,Adaptation du roman graphique salué par la critique.
Histoires inédites,,Romance,110,Abhishek Chaubey,,"Kunal Kapoor,Zoya Hussain,Abhishek Banerjee",Ankahi Kahaniya,,Hindi,Long-métrage,2021,-,"2,9",,18 Photos,,"Au cœur de l'effervescence urbaine, des âmes solitaires trouvent d'étonnantes sources d'interaction et de soutien dans ces trois histoires d'amour, de perte et de désir."
I Missed You,,"Drame,Comédie",100,Mag Hsu,,"Eve Ai,Kang Ren Wu,Meng-Po Fu",,,Chinois,Long-métrage,2021,-,"2,8",,1 Critique Spectateur,,Une publication Facebook vieille de 5 ans fait ressurgir chez Kuo Chinchin le souvenir de deux hommes qu'elle a bloqués sur le réseau social. Elle décide de sortir de son isolement et de reprendre contact avec eux.
Dhamaka : L'effet d'une bombe,,"Thriller,Drame",103,Ram Madhvani,,"Kartik Aaryan,Mrunal Thakur,Amruta Subhash",Dhamaka,,Hindi,Long-métrage,2021,-,"2,7",,3 Critiques Spectateurs,,"Lorsqu'un ancien présentateur télé reçoit un appel inquiétant au cours de son émission de radio, il y voit la possibilité d'un ticket de retour, quel qu'en soit le prix."
Amis pour la vie,,Comédie,90,Dagmar Seume,,"Christina Hecke,Benjamin Sadler,Annette Frier",Leben über Kreuz,,Allemand,Long-métrage,2021,-,,,,,"Ayant chacun besoin d’une greffe, une femme et un homme sont suivis par le même médecin..."
Belladones,16/03/2022,,80,Sophie Tavert Macian, Cinéma Saint-André des Arts ,"Malina Ioana-Ferrante,Julie Tavert,Lorine Wolff",,,Français,Long-métrage,2021,-,"2,8",,1 Critique Spectateur,,"Mili pleure. Baza angoisse. Mado encaisse. Séparées par le premier confinement de 2020 et en proie à la crise, les trois amies se retrouvent le temps d'un week-end, pour honorer la mémoire de Viviane, la tante de Mili, décédée du Covid 19. Ce qui devait n'être qu'une escapade se révèle être un virage radical pour chacune d'entre elles."
Sur la piste de Noël,10/12/2021,,90,Robert Vaughn (III), TF1 ,"Drew Seeley,Holly Deveaux,Robin Dunne",Christmas Movie Magic,,Anglais,Télefilm,2021,-,"3,0",,,,"Alli Blakeman, journaliste à ""La Sentinelle"", est envoyée par son patron pour faire un reportage sur un film de Noël datant de 1955 et qui sera projeté dans une petite ville du Nord. Elle découvre alors un secret qui se révèle être une belle histoire d’amour."
Le moment de s'aimer,28/03/2022,Romance,90,Nicholas Humphries, M6 ,"Andrea Brooks,Patch May,Alisha-Marie Ahamed",The Wedding Fix,,Anglais,Télefilm,2021,-,,,,,"Gwen, présentatrice télé, voit ses projets de vie s’effondrer quand son petit ami la quitte. Mise à contribution pour le mariage de sa meilleure amie, Gwen fait la connaissance de Josh, un ancien banquier qui a tout quitté pour devenir guide et vivre au plus proche de la nature. Grâce à lui, elle va apprendre à lâcher prise et, peut-être, découvrir le véritable amour…"
Les Choses qui nous échappent,02/11/2022,,81,Patrick Milani,,"Eden Lopez,Gabrielle Brown,François Peru",,,Français,Long-métrage,2021,-,"3,0",,,,"Une jeune fille musicienne en rupture familiale, une femme maricide en pourparlers avec sa conscience, un ecclésiastique hors normes et un truand désabusé. Quatre personnages hauts en couleur pour des rencontres dans des circonstances forcément saugrenues. Après une période de mutuelle méfiance, ils s’apprivoisent progressivement et finissent même par se trouver une passion commune, la musique. Sans doute parce que la musique sait donner une âme à nos cœurs, des liens forts se nouent entre les personnages. Chemin faisant, ils s’efforcent de gérer le présent, trouvant des parades ""originales"" aux nécessités matérielles. Mais, le passé ne s’oublie pas toujours aussi aisément. Tant de choses nous échappent… Une histoire drôle et tendre, avec des personnages fantasques et attachants."
The Fall of the Queens,,,83,Lucas Nazareno Turturro,,"Malena Filmus,Franco Rizzaro,Lola Abraldes",Cómo mueren las reinas,,Espagnol,Long-métrage,2021,-,,,,,"Deux sœurs adolescentes habitent une maison isolée à la campagne avec leur tante et s'occupent de la production de miel qui fait vivre le foyer. Lorsqu'un cousin débarque dans leur quotidien, l'harmonie du trio se fissure : tandis que Maria entame une relation avec lui, Juana est envahie d'une fureur destructrice."
Noël avec l'ambassadeur,08/12/2021,,90,Adrian Langley, TF1 ,"Natalie Lisinska,Damon Runyan,Madeline Leon",Christmas in Washington,,Anglais,Télefilm,2021,-,"3,2",,,,"Emily Barnes, jeune décoratrice indépendante, réussit à obtenir un rendez-vous à l’ambassade de Belmare à Washington afin de proposer un projet de décoration pour le bal de charité de Noël. Elle ignore que le nouvel ambassadeur, Magnus Anderson, est contre les guirlandes, sapins et autres ornements, qu’il considère comme des fioritures. Il accepte malgré tout qu’elle décore l’ambassade, le plus sobrement possible. Petit à petit, Lily, la fille de l’ambassadeur et l’ambassadeur lui-même se rapprochent d’Emily, qui insuffle dans leur vie un vent de fraîcheur et leur redonne le goût de Noël."
Toi et moi à Noël,28/12/2021,,85,Jessica Harmon, M6 ,"Natalie Dreyfuss,Harrison Coe,Bethany Brown",Falling for Christmas,,Anglais,Télefilm,2021,-,"2,8",,,,"Organisatrice d’événements, Holly Green doit préparer une grande soirée de Noël avec le fils de l’entrepreneur qui l’a embauchée, Théo. Tous deux vont devoir dépasser leurs différences pour mener à bien ce projet, à l’issu duquel Holly espère obtenir une promotion et Théo un projet de construction qui sauverait l’entreprise."
A la recherche de mon père Noël,02/12/2021,,90,Sharon Lewis, TF1 ,"Alicia Dea Josipovic,Travis Nelson,Laura Cilevitz",Falling in love at Christmas,,Anglais,Télefilm,2021,-,"3,0",,1 Critique Spectateur,,"Miranda et Paul se rencontrent lors d’une soirée déguisée de Noël. Quelques jours plus tard, ils se voient dans l’obligation de travailler ensemble et de remanier leurs applications respectives, mais ils ne se reconnaissent pas sans leurs déguisements. Mais il y a un problème : Miranda souhaite promouvoir les artisans locaux alors que Paul préfère proposer les prix les plus bas possibles. Entre-temps, ils commencent une conversation sur les réseaux où ils se confient l’un à l’autre sous les pseudonymes de père Noël et mère Noël, leurs déguisements de la soirée. Parviendront-ils à trouver un accord malgré leurs différends ?"
Meurtres en eaux troubles : Le Cercle de l'âme,16/01/2022,Policier,93,Michael Schneider (II), France 3 ,"Matthias Koeberlin,Nora von Waldstätten,Hary Prinz",Die Toten vom Bodensee: Der Seelenkreis,,Allemand,Long-métrage,2021,-,"3,4",,,,"Suite à un signalement, Zeiler et Oberländer retrouvent un nouveau-né abandonné dans un panier sur le lac de Constance. La mère, retenue captive, a réussi à laisser un message de détresse à l'intérieur du panier avec d'étranges symboles, ainsi que son nom : Rita Hafner. Or celle-ci avait disparue 6 mois auparavant, et les enquêteurs pensaient qu'elle avait été assassinée par son amant. Cette nouvelle découverte va les obliger à reprendre l'enquête depuis le début, et les plonger dans le folklore lié à l'histoire locale."
The Stranger,,,112,Ameer Fakher Eldin,,"Ashraf Barhoum,Amal Kais,Mohammad Bakri",Al Garib,"Palestine,Allemagne,Syrie,Qatar",Arabe,Long-métrage,2021,-,"3,4",,,,"Dans un petit village du plateau du Golan occupé, la vie d'un médecin désespéré et sans licence, qui traverse une crise existentielle, prend un nouveau tournant malheureux lorsqu'il rencontre un homme blessé pendant la Guerre en Syrie. Renversant toutes les attentes de la communauté en temps de guerre et de crise nationale, il s'aventure à la rencontre de son nouveau destin."
Honey Girls,,,,Trey Fanjoy,," Ashanti,Frankie McNellis,Chris Gauthier",,,Anglais,Long-métrage,2021,-,,,,,"Trois jeunes musiciennes participent à un concours de jeunes talents pour découvrir le prochain grand artiste solo, animé par la pop-star mondiale Fancy G. Les concurrents découvrent rapidement qu'ils sont ""meilleurs ensemble"" et forment un groupe secret appelé HONEY GIRLS qui connaît un succès viral immédiat ! En se déguisant pour éviter d'être détectées et éliminées par Fancy G, les trois filles doivent finalement décider ce qui est le plus important : la gloire ou l'amitié."
Papa ne fait pas de cadeaux,,,87,Raúl Martínez (VIII),,"Héctor Bonilla,Angélica María,Benny Ibarra",Una Navidad no tan padre,,Espagnol,Long-métrage,2021,-,"2,8",,16 Photos,,"Un séjour familial à la mer dérape lorsque Servando et Alicia, la tante obstinée d'Alma, se lancent dans une compétition délirante pour régner sur Noël."
Jackpotes,,,97,Marcos Bucay,,"Aldo Escalante,Ricardo Polanco,Natalia Téllez",Fondeados,,Espagnol,Long-métrage,2021,-,"2,6",,25 Photos,,"Un soir d'excès, deux amis parviennent à obtenir plusieurs millions pour financer une application révolutionnaire. Reste maintenant à la développer…"
Finding Ophelia,,Epouvante-horreur,73,Stephen Rutterford,,"Jimmy Levar,Christina Chu-Ryan,Steve Schaefer",,,Anglais,Long-métrage,2021,-,"2,6",,2 Critiques Spectateurs,,"William Edgar, directeur de publicité new-yorkais, est fasciné par une série de rêves. Hypnotiques, ces rêves brouillent la frontière entre fantasme et réalité. Sa vie est bouleversée lorsqu'il est forcé de choisir entre sa carrière, ses relations et son obsession romantique pour une mystérieuse femme. Faire tout ce qu'il faut pour la trouver, le mène sur un chemin bizarre et sombre fait de signes et de merveilles. William découvre bientôt que trouver la fille de ses rêves peut devenir un cauchemar."
Armored,,,,,,,,,Anglais,Long-métrage,2021,-,,,,,"Un convoyeur de fons usé par le métier accepte un transport à hauts risques pour les Nations Unies, au coeur du Mexie des cartels."
Maanaadu,25/11/2021,Science fiction,155,Venkat Prabhu (II), Night ed films ,"Kalyani Priyadarshan,T.R. Silambarasan,S.J. Suryah",,,Tamoul,Long-métrage,2021,-,"3,5",,2 Critiques Spectateurs,,"Trois hommes : un Ministre, son garde du corps et un policier sont piégés dans une boucle temporelle infernale…"
Stuck Apart,,Comédie,96,Yağmur Taylan,,"Engin Günaydın,Haluk Bilginer,Binnur Kaya",Azizler,,Turc,Long-métrage,2021,-,"3,0",,1 Critique Spectateur,,"En pleine crise existentielle, Aziz fait semblant d'aller très bien, alors qu'il cherche à échapper à son travail banal, à ses amis distants et à sa famille envahissante."
"Chalet à vendre, coeur à prendre",06/12/2021,,90,Robin Dunne, Téva ,"Elysia Rotaru,Damon Runyan,Jennifer Gibson",One snowy Christmas,,Anglais,Télefilm,2021,-,"3,0",,,,"Avocate malchanceuse en amour, Kelly vient passer un dernier Noël dans le chalet familial avant qu’il ne soit vendu. Elle rencontre Forest, un artisan venu faire des réparations, et se demande s’il n’est pas l’homme idéal, avant de découvrir qu’il s’agit du promoteur qui va acheter et raser le chalet…"
Là où se cache l'amour,,Drame,84,Paul Ziller,,"Brooke d'Orsay,Brendan Penny,Emma Johnson",Beverly Hills Wedding,,Anglais,Télefilm,2021,-,"2,8",,,,"Photographe professionnelle, Molly gagne un concours organisé par le wedding planner des stars pour financer entièrement le mariage de sa petite sœur à Beverly Hills. Le frère et témoin du marié n'est autre que Corry, avec qui Molly a vécu une histoire d'amour il y a quelques années..."
Avec toi pour Noël,30/12/2021,,90,Tori Garrett, TF1 ,"Georgia Flood,Ezekiel Simat,Anthony Phelan",Sit. Stay. Love.,,Anglais,Long-métrage,2021,-,"3,0",,,,"Annie revient passer Noël avec sa famille après trois ans d'absence. Depuis la mort de sa mère, elle profite de son travail dans une O.N.G. pour sillonner le monde et s'investir corps et âme dans son travail. N'arrêtant jamais de faire du bénévolat ou de s'investir pour une cause caritative, elle profite de son séjour à North Haven pour accueillir des chiens et leur trouver de nouveaux maîtres. Elle découvre que le vétérinaire de la ville n'est autre que Dylan, son ancien adversaire du Club de débat du lycée. Ils font finalement équipe pour sauver le refuge de la petite ville qui menace de fermer définitivement. Grâce à l'organisation d'un bal pour lever des fonds, non seulement Annie et Dylan sauvent le refuge, mais ils se rendent aussi compte de leurs sentiments réciproques."
On n'arrête plus les Kandasamys,,Romance,93,Jayan Moodley,,"Jailoshini Naidoo,Maeshni Naicker,Madhushan Singh",Trippin' with the Kandasamys,,Anglais,Long-métrage,2021,-,"2,1",,,,"Pour raviver la flamme au sein de leurs couples, deux meilleures amies, Shanthi et Jennifer, organisent une escapade romantique. C'est sans compter l'aide de leurs maris."
Thalli Pogathey,24/12/2021,Romance,123,R. Kannan, Friday Entertainment ,"Atharvaa Murali,Anupama Parameswaran,Amitash Pradhan",,,Tamoul,Long-métrage,2021,-,,,,,"L'intrigue tourne autour de Karthik, Pallavi et Arun . Lorsque Karthik décline sa proposition de s'enfuir, Pallavi épouse Arun et émigre en France. Karthik, toujours amoureux de Pallavi, débarque également en France un an plus tard dans l'espoir de la reconquérir."
Diana : La comédie musicale,,"Show,Musical",117,Christopher Ashley,"
5 prix et 4 nominations
","Jeanna de Waal,Erin Davie,Roe Hartrampf",Diana,,Anglais,Long-métrage,2021,-,"2,2",,1 Critique Spectateur,5 prix et 4 nominations,La première à Broadway de cette comédie musicale basée sur la vie de Diana Spencer a été retardée à cause de la pandémie de Coronavirus. C'est donc sur Netflix qu'elle aura lieu le 1er octobre 2021. La représentation se fera sans public.
La Fraude,13/04/2022,,83,Jean-Louis Cros, Cinéma Saint-André des Arts ,"Didier Moreira,Romain Torres,Sabine d’Halluin",,,Français,Long-métrage,2021,-,"3,0",,4 Critiques Spectateurs,,"1968 : dans la pension où il coule des jours paisibles, un vieil abbé artiste peintre et jeune d’esprit malgré son âge, reçoit une lettre qui aurait dû lui parvenir 30 ans plus tôt. Ses souvenirs se réveillent alors... Curé débutant à Paris dans les années 1920 et frappé par l’ignorance d’une jeune fille en matière de sexualité, il a tenté de lui éviter l’enfer conjugal dans lequel beaucoup de ses semblables étaient plongées. Mais ses velléités éducatives se sont vite réduites à ressasser un dogme indépassable pour son église : « Le liquide fructifiant ne doit pas être détourné du vase féminin, tout le reste est fraude. » 30 ans plus tard, la culpabilité, l’asservissement et finalement l’issue fatale auxquels il a condamné sa jeune paroissienne, lui reviennent en pleine face."
Délicieux Noël,07/12/2021,,90,Graeme Campbell, M6 ,"Erin Agostino,Dillon Casey,Deborah Tennant",Christmas à La Carte,,Anglais,Télefilm,2021,-,"3,1",,,,"Lorsque Carly Hayes, une ambitieuse journaliste culinaire, obtient de réaliser sa propre émission, rien ne se passe comme prévu. Elle est envoyée dans sa ville natale pour filmer la réouverture de l'ancien restaurant de sa famille, racheté par Grant Quinn, un chef étoilé perfectionniste qui n'aime pas attirer l'attention…"
Hytte,,,76,Jean-Louis Schuller,,"Luc Schiltz,Ingrid Liavaag,Mike Tock",,,"Français, Anglais",Long-métrage,2021,-,"2,9",,1 Critique Spectateur,,"Alors qu'il prépare son appartement afin d’y accueillir sa fille Mira, Luc fuit la banalité de sa vie et improvise des vacances sur Svalbard, un archipel près du pôle Nord. Sortant ivre d'une soirée, il rencontre Mike, un étranger qui vit dans une cabane isolée dans le désert de l‘Arctique. Mais Mike l’abandonne mystérieusement au milieu d'une conversation. Intrigué, Luc décide de le retrouver. En cours de route, il rencontre Ingrid, une charmante enseignante norvégienne. Après avoir raté son vol de retour, Luc décide de rester avec Ingrid et de refaire sa vie sur l'île. Mais il est hanté par sa rencontre nocturne et se précipite sur les traces de Mike qui reste insaisissable. Luc chasse une ombre, la sienne peut-être."
Love Academy,,,89,Sandra L. Martin,,"Meggan Kaiser,Scot Cooper,Maurice Johnson",Farm to Fork to Love,,Anglais,Long-métrage,2021,-,"3,0",,,,"Alice, sous-cheffe et en couple avec le chef d'un prestigieux restaurant, est contactée pour être jurée dans un concours culinaire. Elle y retrouve Christian, avec qui elle a eu une histoire pendant leur formation commune à l'école de cuisine…"
Minnal Murali : Par le pouvoir de l'éclair,,"Aventure,Fantastique",158,Basil Joseph,,"Tovino Thomas,Guru Somasundaram,Aju Varghese",Minnal Murali,,Hindi,Long-métrage,2021,-,"2,7",,1 Critique Spectateur,,"Doté de pouvoirs spéciaux après avoir été frappé par la foudre, un tailleur doit affronter un ennemi inattendu pour devenir le super-héros dont sa ville natale a besoin."
Akhanda,02/12/2021,Action,168,Boyapati Srinu, Friday Entertainment ,"Nandamuri Balakrishna,Pragya Jaiswal,Jagapathi Babu",,,Autre,Long-métrage,2021,-,"2,8",,1 Critique Spectateur,,"Balakrishna joue un féroce dévot du Seigneur Shiva, qui se dresse contre les malfaiteurs."
La fabuleuse parade de Noël,,,84,Stacey N. Harding, TF1 ,"Katee Sackhoff,Patrick Sabongui,Terry O'Quinn",Christmas Sail,,Anglais,Télefilm,2021,-,"2,9",,,,"Liz vit à Seattle avec sa fille, Hannah. A quelques jours de Noël, elle reçoit un appel l’informant que son père s’est blessé. Malgré leur brouille, elle décide finalement de passer Noël à Portside, la ville côtière où elle a grandi, pour s’occuper de son père. Ce dernier a le bras immobilisé et refuse de célébrer Noël depuis le décès de sa femme, qui affectionnait énormément cette période de l’année. Dennis, le grand-père grincheux, va peu à peu se dérider au contact de sa fille, mais surtout de sa petite fille, Hannah, en passant des moments privilégiés avec elle. Mais il y a une ombre au tableau : le vieil homme a des dettes et la banque menace de saisir sa maison. Liz décide alors de s’inscrire à la parade de Noël dans l’espoir de remporter le grand prix de 25 000 dollars qui sera décerné au bateau doté des plus belles illuminations. Luke, son ami d’enfance qui ne semble pas indifférent à son charme, aide Liz a décorer le bateau à temps pour participer la parade..."
Koi Jaane Na,,"Bollywood,Epouvante-horreur",129,Amin Hajee,,"Amyra Dastur,Kunal Kapoor,Atul Kulkarni",,,Hindi,Long-métrage,2021,-,,,,,
5 Histoires Macabre,31/10/2021,,,Kim Westerlund, Origine Films ,,,"Finlande,Pays-Bas,Belgique,France,République tchèque,Estonie",Autre,Long-métrage,2021,-,"2,8",,,,Un programme de cinq courts métrages d'horreur européens.
LOL Surprise : Le film,,Animation,47,,,,L.O.L. Surprise! The Movie,,Anglais,Long-métrage,2021,-,,,,,Les sœurs et poupées Queen Bee et Royal Bee réalisent leur premier film avec l'aide de leurs amies au top de la tendance dans cette aventure magique et unique.
Bachelor,03/12/2021,Romance,174,Sathish Selvakumar, Friday Entertainment ,"G.V. Prakash Kumar, Munishkanth,Divya Bharathi",,,Tamoul,Long-métrage,2021,-,"3,0",,,,Une histoire d'amour intense...
Noël au grand coeur,,,84,Alysse Leite-Rogers,,"Jennie Garth,Cameron Mathison,Emily Tennant",A Kindhearted Christmas,"Canada,U.S.A.",Anglais,Télefilm,2021,-,"2,7",,1 Critique Spectateur,,"Pour pallier son blues des fêtes, Jamie fait un don anonyme à sa petite ville. Mais un séduisant journaliste est déterminé à démasquer le mystérieux bienfaiteur."
Upcoming Summer,,,115,Leste Chen,," Zi-feng Zhang,Lei Wu,Lei Hao",Sheng xia wei lai,,Chinois,Long-métrage,2021,-,"2,4",,,,"Lorsqu'un petit mensonge engendre des conséquences inattendues, Chen Chen et Zheng Yuxing nouent une profonde amitié et font face aux dures réalités du monde adulte."
Jaadugar : La magie des grandes rencontres,,Romance,206,,,"Jitendra Kumar,Javed Jaffrey",Jadoogar,,Hindi,Long-métrage,2021,-,"2,9",,,,"Pour pouvoir épouser l'amour de sa vie, un magicien que le football laisse totalement indifférent est contraint d'emmener l'équipe locale de sa petite ville en finale…"
Un Noël pour deux : retour à la maison,11/11/2022,,90,Sean McNamara, TF1 ,"Kimberly Williams-Paisley,Ashley Williams,Mark Deklin",Sister Swap: Christmas in the City,,Anglais,Télefilm,2021,-,"2,9",,,,"Jennifer, accompagnée de son fils Simon, rend visite à ses parents pour Noël dans sa ville natale. Cette année, le cœur n'est pas à la fête car son oncle Dave est mort récemment et la famille est contrainte de mettre en vente le cinéma qu'il dirigeait. Jennifer et Simon se démènent pour y projeter un dernier film de Noël avant la vente, soucieux de dire adieu comme il se doit à ce lieu emblématique de la ville où ils ont tant de souvenirs. Heureusement, Jennifer peut compter sur Eric, un ami d'enfance, pour l'aider à effectuer les travaux nécessaires à la réouverture de la salle de cinéma. Elle peut également compter sur sa sœur, Meg, pour gérer son restaurant à Salt Lake City durant son absence."
Destello bravío,,,98,Ainhoa Rodríguez,,,,,Espagnol,Long-métrage,2021,-,"2,3",,,,"Isa utilise un magnétophone pour enregistrer des messages qu'elle se transmet à elle-même et qu'elle lit ensuite. Isa espère un changement, et ce n'est pas surprenant. Elle vit dans une petite communauté du sud-ouest de l'Espagne où il ne se passe jamais rien. Les jeunes partent tous. Pour ceux qui restent, le temps semble s'arrêter."
Comme dans un film romantique,,,90,Brian Brough,,"Monica Moore Smith,Dan Fowlks,Mikayla Iverson","Lights, Camera, Romance",,Anglais,Télefilm,2021,-,"2,8",,,,"Emma s'apprête à décrocher le rôle de sa vie au cinéma et adore créer des couples. Persuadée que son agent et sa voisine sont faits pour être ensemble, elle est très déstabilisée lorsque cette dernière s'intéresse plutôt à Gray, son meilleur ami…"
Songs for a Fox,,,125,Kristijonas Vildziunas,,"Lukas Malinauskas,Agnese Cīrule,Mantas Zemleckas",Dainos Lapei,"Lituanie,Lettonie,Estonie",Lituanien,Long-métrage,2021,-,"3,0",,,,"Un jeune chanteur, après la mort de son amoureuse, s’enferme dans une maison de campagne isolée."
"My country, My Parents",18/05/2022,,157,Jing Wu,,,,,-,Long-métrage,2021,-,,,,,"Après My People, My Country (2019), et My People, My Homeland (2020), My country, My Parents clôture la trilogie qui célèbre la fête nationale chinoise en se concentrant sur quatre familles à quatre époques différentes. Au cœur de ces quatre récits transgénérationnels : l’attachement au foyer familial et le dévouement pour son pays. En ravivant les souvenirs collectifs du pays, ce film est un véritable hymne à la Chine et à l’amour entre générations."
StarBeam : Le passage à la nouvelle année,,Famille,47,Noelle Wright,,"Nahanni Mitchell,Dean Petriw",Starbeam: Beaming in the New Year,,Anglais,Long-métrage,2021,-,"2,9",,,,"Lors du réveillon du Nouvel An, les méchants les plus costauds de Summersette unissent leurs forces face à Zoey et ses amis. Mais la cousine Zara vient sauver la mise !"
Aaja Mexico Challiye,25/02/2022,Comédie,125,Rakesh Dhawan, Friday Entertainment ,"Ammy Virk,Nasir Chinyoti,Zafri Khan",,,Autre,Long-métrage,2021,-,"3,1",,,,"Aaja Mexico Challiye révèle l'histoire de jeunes Punjabi, qui souhaitent s'installer en Amérique pour une vie meilleure mais se retrouvent malheureusement dans un piège d'immigration clandestine qui les a amenés à lutter pour obtenir un passage vers l'Amérique."
Une Sacrée Union,,Comédie,140,,,"Abhimanyu Dasani,Sanya Malhotra, Trishaan",Meenakshi Sundareshwar,,Hindi,Long-métrage,2021,-,"3,0",,2 Critiques Spectateurs,,"Obligés de vivre séparés à cause d'une opportunité professionnelle, deux jeunes mariés découvrent les affres, les tensions... et les fous rires d'une relation à distance."
Il faut sauver la maison de Noël,04/11/2022,,89,John Stimpson, TF1 ,"Katie Leclerc,Brent Bailey,Cindy Lentol",A Cape Cod Christmas,,Anglais,Télefilm,2021,-,"3,1",,,,"Margot revient passer Noël au Cap Cod dans la maison de vacances de sa famille. Leurs parents étant décédés, son frère et sa sœur ont pris la décision de vendre la demeure. Margot, qui écrit des livres pour enfants, n’a pas les moyens de la racheter. Elle a d'autant plus de mal à accepter leur décision qu'elle a la surprise de retrouver Christian, son ami d’enfance, qui s’est réinstallé dans la région. Celui-ci est devenu un peintre renommé. Margot lui demande de peindre la maison pour sa sœur, dans l’espoir qu’elle change d’avis..."
Hridayam,26/01/2022,,172,Vineeth Sreenivasan, Friday Entertainment ,"Pranav Mohanlal,Kalyani Priyadarshan,Darshana Rajendran",,,Autre,Long-métrage,2021,-,"3,0",,1 Critique Spectateur,,Hridayam relate le voyage émotionnel d'Arun : de ses jours de célibataire insouciant à ses années en école d'ingénieur et la façon dont il mûrit à travers différentes phases de sa vie.
Binti,,,105,Seko Shamte,,"Bertha Robert,Magdalena Munisi,Helen Hartmann",,,"Anglais, Swahili",Long-métrage,2021,-,"2,9",,1 Critique Spectateur,,"À Dar es Salam, quatre femmes défient l'adversité entre les aléas de l'amour, les difficultés de la maternité et les exigences de la société."
La recette d'un Noël magique,,"Drame,Romance",90,Elizabeth Snoderly,,"Alex Rinehart,Rib Hillis,Lexi Giovagnoli",A Christmas Wish in Hudson,,Anglais,Télefilm,2021,-,"2,7",,,,"Lori, une jeune célibataire débordée, pose sa démission lorsque son patron lui impose de travailler pendant les fêtes. En regardant la télévision avec sa soeur, elle tombe sous le charme de Patrick, un pompier veuf très séduisant du Wisconsin. Elle décide de tenter sa chance et de le rencontrer."
