titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
Janain mualaqa,,,117,Ahmed Al-Daradji,"
1 nomination
",,,,Arabe,Long-métrage,2022,-,,,,,Un jeune ramasseur d'ordures sauve une poupée sexuelle américaine des décharges de Bagdad...
Starve Acre,,,,Daniel Kokotajlo,,"Matt Smith (XI),Morfydd Clark,Sean Gilder",,,Anglais,Long-métrage,2022,-,,,,,"Richard et Juliette mènent une existence idyllique dans la campagne anglaise. Bientôt, leur fils Ewan commence à se comporter de façon anormale. À Starve Acre, leur maison familiale, Richard, archéologue, se consacre à l'exploration d'un mythe folklorique selon lequel le vieux chêne situé sur leur terrain est doté de pouvoirs phénoménaux..."
Steppin' into the Holidays,,Drame,90,David Kendall,,"Mario López,Jana Kramer,Cheri Oteri",,,Anglais,Télefilm,2022,-,,,,,"Billy Holiday, ancienne vedette de Broadway, revient dans sa ville natale pour Noël après avoir été renvoyé de son poste de juge du show à succès ""Celebrity Dance Off"". Il y fait la connaissance de Rae, la charismatique propriétaire du studio de danse local, dont le neveu de Billy, âgé de 12 ans, est l'élève vedette. Pour Noël, Rae organise une collecte de fonds pour un récital de danse dans le but d'emmener ses élèves voir un spectacle de Broadway à New York. Billy se porte volontaire !"
Happer's Comet,,,62,Tyler Taormina,,"Grace Berlino,Michael Gugliamo,Jax Terry",,,Anglais,Long-métrage,2022,-,,,,,"La nuit recouvre une agitation silencieuse ; alors que la caméra observe les activités nocturnes de plusieurs habitants, on en aperçoit certains s'échapper discrètement dans l'obscurité... sur des patins à roulettes."
A Ray Of Sunshine,,,,Ioan Gruffudd,,"Ioan Gruffudd,Bianca Wallace",,,Anglais,Long-métrage,2022,-,,,,,Une jeune femme mariée apprend qu'elle est atteinte de sclérose en plaques. Son quotidien et ses rêves sont bouleversés par cette nouvelle...
Redwall,,Historique,,Patrick McHale,,,,"U.S.A.,Grande-Bretagne",Anglais,Long-métrage,2022,-,,,,,
The Middle Ages,,,90,Alejo Moguillansky,,"Cleo Moguillansky,Luciana Acuña,Alejo Moguillansky",La Edad media,,Espagnol,Long-métrage,2022,-,,,,,"Une comédie pendant le confinement ? Sans doute. Le portrait d'une petite fille et de sa famille pendant le confinement ? Apparemment oui. Une comédie musicale absurde tournée pendant le confinement ? Exactement, oui."
Guglhupfgeschwader,,,97,Ed Herzog,,"Sebastian Bezzel,Simon Schwarz,Lisa Maria Potthoff",,,Allemand,Long-métrage,2022,-,,,21 Photos,,"Le policier Franz Eberhofer rencontre sa propre progéniture dont il ignorait l'existence. Il doit faire face à des agents de recouvrement implacables, qui n'ont même pas de pitié pour le kouglof fraîchement préparé par sa grand-mère - et c'est la goutte d'eau qui fait déborder le vase pour Franz !"
Respect The Jux,,"Thriller,Action",111,Ganaga Goba,,"Jaime Lincoln Smith,Tony Sirico,Robert Costanzo",,,Anglais,Long-métrage,2022,-,,,,,"Une mère, à la recherche d'un futur meilleur pour ses enfants, les laisse en Jamaïque. Six ans plus tard, elle les récupère. Cependant, son fils Cat, durant son absence est entré dans un gang. A présent dans le quartier de Brooklyn à New York, Cat veut lui aussi se faire une place au soleil..."
Khufiya,,,,Vishal Bhardwaj,," Tabu,Ali Fazal,Wamiqa Gabbi",,,Hindi,Long-métrage,2022,-,,,,,
Beyond the Door: Embryo,,,,Ovidio G. Assonitis,,Juliet Mills,,,"Italien, Anglais",Long-métrage,2022,-,,,,,
Stealing McCloud,,,,Logan Yuzna,,"Tim Roth,Alex Essoe,Alex Høgh Andersen",,,Anglais,Long-métrage,2022,-,,,,,"Marc McCloud, s'inspire de John McAfee, le magnat controversé des logiciels retrouvé mort dans une cellule de prison espagnole en 2021."
Unruly,,,135,Malou Reymann,,"Danica Curcic,Jessica Dinnage,Lene Maria Christensen",Ustyrlig,,Danois,Long-métrage,2022,-,,,,,"Maren, 17 ans, aime la vie, aime les hommes. Mais dans le Copenhague conservateur de 1933, Maren est considérée comme une personne mentalement faible et un danger. La protection de l’enfance décide donc de la placer dans un institut pour femmes, sur l’île de Sprogø. Elle y rencontre des femmes partageant les mêmes idées, internées pour vagabondage ou insatiabilité sexuelle. Elle se lie surtout d’amitié avec Sørine, qui vit à l’institut depuis plusieurs années. Ensemble, elles décident de rejeter les méthodes radicales, avec des conséquences fatales..."
Arnold est un élève modèle,,,83,Sorayos Prapapan,,"Yanin Pongsuwan,Winyu Wongsurawat,Niramon Busapavanich",Arnold is a Model Student,"Thaïlande,Singapour,France,Pays-Bas,Philippines",Thaï,Long-métrage,2022,-,,,,,"Arnold est un lycéen à Bangkok. Il est également représentant de l'école pour un concours académique. Un jour, il est impliqué dans la tricherie de l'examen d'entrée de la prestigieuse école militaire. Ce qui lui arrive ensuite va changer à jamais sa perception de la moralité."
The Broken Earth,,,,N.K. Jemisin,,,,,Anglais,Long-métrage,2022,-,,,,,"La terre tremble si souvent sur votre monde que la civilisation y est menacée en permanence. Le pire s'est d'ailleurs déjà produit plus d'une fois : de grands cataclysmes ont détruit les plus fières cités et soumis la planète à des hivers terribles, d'interminables nuits auxquelles l'humanité n'a survécu que de justesse. Les gens comme vous, les orogènes, qui possèdent le don de dompter volcans et séismes, devraient être vénérés. Mais c'est tout l'inverse. Vous devez vous cacher, vous faire passer pour une autre. Jusqu'au jour où votre mari découvre la vérité, massacre de ses poings votre fils de trois ans et kidnappe votre fille."
Nexus Dream,,,,Jigeesh Magar,,Karrie Martin,,,Anglais,Long-métrage,2022,-,,,,,Deux brillants esprits mettent au point un sérum qui transforme les organes humains décadants en organes sains. Mais les démons intérieurs respectifs des deux scientifiques mettent en péril leur découverte comme leur vie...
Trouble,,,,Kevin Barnett,,,,,Anglais,Long-métrage,2022,-,,,,,"Jax est un adolescent de 13 ans qui s'attire des ennuis en raison de son mauvais comportement envers sa famille. Bientôt, il se retrouve transporté dans "" World of Trouble "", une réalité parallèle. Il doit trouver le moyen d'éviter les problèmes et de rentrer chez lui..."
The American Way,,,,Jordan Tate,,"Charlotte Ayanna,Giancarlo Giannini",,,Anglais,Long-métrage,2022,-,,,,,"Souffrant d'amnésie et luttant contre des souvenirs refoulés, une femme au foyer qui reprend ses études de droit affronte son sombre passé avec la mafia, mettant sa propre vie et celle de sa famille en danger."
Trim Season,,,,Ariel Vida,,"Bethlehem Million,Jane Badler,Alex Essoe",,,Anglais,Long-métrage,2022,-,,,,,Un groupe de jeunes gens de Los Angeles se rendent dans une ferme de récolte de marijuana isolée où ils espèrent gagner rapidement de l'argent. Ils découvrent bientôt les sombres secrets de l'endroit et se lancent dans une course contre la montre pour échapper à la montagne où ils sont piégés...
Necroscope,,,,,,,,,Anglais,Long-métrage,2022,-,,,,,"Les morts ne racontent pas d'histoires. Sauf à Harry Keogh, Nécroscope. Et ce qu'ils lui disent est terrifiant... Car dans les montagnes des Balkans, un mal effroyable se relève. Depuis longtemps enterré en terre sacrée, enchaîné par la terre et l'argent, le maître vampire complote et intrigue : Thibor Ferenczy a faim de liberté et de revanche. Pour arriver à ses fins, il se sert de Boris Dragosani, son instrument humain. Issu d'une agence ultrasecrète d'espions soviétiques, Dragosani est un élève passionné, impatient de sonder les profondeurs démoniaques de l'esprit du vampire. Ferenczy lui enseigne les horribles techniques de la nécromancie, lui donnant ainsi le pouvoir d'arracher leurs secrets aux esprits et aux corps des morts. Le seul à se dresser contre lui : Harry Keogh, champion des morts et des vivants. Pour le protéger, les morts mettront tout en oeuvre, jusqu'à se lever de leurs propres tombes !"
Disney Untitled Cinderella’s Evil Stepsisters,,,,Kristen Wiig,,,,,Anglais,Long-métrage,2022,-,,,,,"Le film réimagine le classique Cendrillon du point de vue d'Anastasie et de Javotte, les infâmes demi-sœurs, de leur petite enfance jusqu'au mariage de Cendrillon ainsi que dans leur lutte pour maintenir l'héritage familial."
Martha Liebermann,,,90,Stefan Bühling,"
# prix
","Thekla Carola Wied,Lana Cooper,Franz Hartwig",Martha Liebermann - Ein gestohlenes Leben,,Allemand,Long-métrage,2022,-,,,,# prix,"Dans le Berlin de 1943, Martha Liebermann, juive de 85 ans, est confrontée à la décision de sa vie : Est-ce que la veuve bourgeoise du peintre Max Liebermann, célèbre dans le monde entier et très apprécié, doit-elle continuer à espérer une permission de sortie des nazis ou, avec l'aide de Hanna Solf et de leur groupe de résistance, doit-elle fuir en Suisse ? Car Martha sait que la gloire et la fortune d'antan ne la protégeront pas longtemps de la déportation vers le camp de concentration. Le coeur lourd, elle décide de quitter illégalement sa chère patrie et de laisser ainsi les oeuvres de son défunt mari aux nazis. Alors qu'Hanna et ses amis se préparent à s'échapper, le commissaire Teubner de la Gestapo tend au groupe Solf un piège perfide qui met également Luise, la gouvernante de Martha, en grand danger."
The Devil’s Trap,,,,Mike Mendez,,"Bruce Dern,Richard Grieco,Michael Paré",,,Anglais,Long-métrage,2022,-,,,,,"Abigail vient au chevet de son frère, Billy, qui est maintenant paraplégique. Billy souffre d'horribles cauchemars dans lesquels il revoit son père alcoolique et violent. Billy partage sa chambre avec un vieil homme mourant, M. Cohen, qui semble tout savoir sur Billy et Abigail. Parallèlement, une autre présence erre dans l'hôpital, terrifiant les patients et le personnel."
Alone in the Ocean,,,,Kirill Sokolov,,Danila Kozlovsky,,"Russie,Belgique",Russe,Long-métrage,2022,-,,,,,"Dans les années 1970, Slava Kurilov, un océanographe qui est à bord d'un navire soviétique naviguant dans la mer des Philippines, décide de sauter par-dessus bord. Il découvre qu'à cause d'une erreur de calcul, il se trouve à plus de cent kilomètres des côtes. Kurilov passe les trois jours suivants en mer à lutter pour sa survie..."
Så jävla easy going,,Romance,91,Christoffer Sandler,,"Nikki Hanseblad,Shanti Roney,Emil Algpeus",,"Suède,Norvège",Suédois,Long-métrage,2022,-,,,11 Photos,,Une jeune fille de 18 ans atteinte de trouble du déficit de l’attention rencontre une jeune femme charmante...
Les Aventures de François,,,79,Johannes Schmid,,"Jossi Jantschitsch,Nora Riedinger,Leo Wacha",Geschichten vom Franz,"Autriche,Allemagne",Allemand,Long-métrage,2022,-,,,17 Photos,,"François a de nombreux complexes : il est de loin le plus petit garçon de sa classe, il a des boucles blondes et sa voix devient aiguë quand il est excité. Heureusement, il a ses deux meilleurs amis, Gaby et Edouard, pour le soutenir. Lorsque François découvre les ""10 règles pour être un vrai homme"" de l’influenceur Hank Haberer, leur monde est bouleversé et leur amitié est plus que jamais mise à l’épreuve..."
The Overnight,,,,Bobby Francavillo,,"Zebedee Row,Rajeev Varma,Brittany Clark",,,Anglais,Long-métrage,2022,-,,,,,"Un jeune couple se retrouve coincé dans un hôtel désuet, ils servent d'appât pour un démon."
The Unbreakable Boy,,,,Jon Gunn,,"Jacob Laval,Zachary Levi,Meghann Fahy",,,Anglais,Long-métrage,2022,-,,,,,"Austin est né autiste et atteint de la maladie des os de verre. Malgré ce départ difficile dans la vie, le petit garçon possède une vision du monde joyeuse et drôle. Il est une source d'inspiration pour son père, Scott..."
Kysset,,,116,Bille August,,"David Dencik,Lars Mikkelsen,Rosalinde Mynster",,,Danois,Long-métrage,2022,-,,,,,"Anton poursuit uneformation comme officier de cavalerie. Pendant l'entraînement, il ordonne à son peloton d'aider le Baron et il rencontre la fille du Baron, Edith, qui a eu un accident."
Christmas on Mistletoe Lake,,,90,Robin Dunne,,"Genelle Williams,Hattie Kragten,Corey Sevier",,,Anglais,Télefilm,2022,-,,,,,"Chaque Noël, Reilly Shore choisit un endroit au hasard sur la carte pour faire un voyage aventureux. Cette année, cette destination est le pittoresque hameau du lac Mistletoe. Alors qu’elle arrive, Reilly découvre que le seul Bed & breakfast de la ville est plein en raison de la fête annuelle de Christmas Harbor. Lorsqu’Emma, douze ans, invite Reilly à rester sur le bateau de son père, elle apprend que le père d’Emma, Raymond Mitchell, vend son bateau et ne peut participer au festival. Attristée, Emma demande l’aide de Reilly pour convaincre Raymond de participer au festival afin qu’ils puissent avoir un dernier Noël parfait sur le lac Mistletoe."
Lord Of Misrule,,,,William Brent Bell,,"Tuppence Middleton,Ralph Ineson,Matt Stokoe",,,Anglais,Long-métrage,2022,-,,,,,"Au sein du petite ville de la campagne anglaise, lors du festival du Solstice. La fille d'un élu local disparaît mystérieusement. La police et les habitants se mettent à sa recherche. Petit à petit, des secrets entourant la communauté émergent..."
Cloudy with a Chance of Christmas,,,90,Jake Helgren,,"Valery M. Ortiz,Brandon Quinn,Sarah Jane Morris",,,Anglais,Télefilm,2022,-,,,,,"Lorsqu’on demande à une présentatrice météo de se charger d'une annonce en direct de la ville féerique de Leavenworth avec l’animateur de la matinale du réseau, un de ses rivaux de longue date, les tensions au sein de ce duo improbable sont au summum."
Capra cu trei iezi,,,83,Victor Canache,,"Maia Morgenstern,Marius Bodochi,Razvan Ilina",,,Roumain,Long-métrage,2022,-,,,,,"Retirée du monde dans la Roumanie rurale du XIXe siècle, une veuve et mère de trois enfants doit défendre sa famille, à tout prix, contre un vieil ami de la famille devenu un danger."
Jailbird,,,,Andrea Magnani,,"Adriano Tardiolo,Giovanni Calcagno,Aylin Prandi",,"Italie,Ukraine",Italien,Long-métrage,2022,-,,,,,"Fils de deux détenus, un garçon a du mal avec le monde extérieur, jusqu'à ce qu'il participe à une course à pied qui va changer sa vie."
O corpo aberto,,,,Ángeles Huerta,,"Tamar Novas,María Vázquez,Federico Pérez Rey",,"Espagne,Portugal",Galicien,Long-métrage,2022,-,,,14 Photos,,"Au début du XXe siècle, un jeune instituteur est affecté à Lobosandaus, une petite ville à la frontière entre la Galice et le Portugal. À peine arrivé, le professeur sent que le mystère et la mort coexistent naturellement dans la vie quotidienne des habitants de ce lieu austère et rude. Mais l'enseignant, de son point de vue scientifique, va être confronté à une croyance communautaire de la population locale : les esprits des morts peuvent se manifester et rester parmi les habitants."
Jingle Bell Princess,,,90,Don McBrearty,,"Merritt Patterson,Trevor Donovan,Charlie Boyle",,"U.S.A.,Canada",Anglais,Long-métrage,2022,-,,,,,"À la suite d'une série de mésaventures, la princesse Amelia se retrouve bloquée dans la petite ville de Tucker, dans le Maine. Elle y devient l'invitée de la famille Cutler, qui ne se doute de rien."
Bassifondi,,,94,Francesco Pividori,,"Gabriele Silli,Romano Talevi,Edoardo Pesce",,,Italien,Long-métrage,2022,-,,,,,"Le combat pour survivre de deux sans-abris romains, Roméo et Callisto."
Hermana muerte,,,,Paco Plaza,,"Almudena Amor,Aria Bedmar,Maru Valdivielso",,,Espagnol,Long-métrage,2022,-,,,,,
La manzana de oro,,,,Jaime Chavarri,,"Sergi López,Roberto Enriquez,Carla Campra",,,Espagnol,Long-métrage,2022,-,,,,,Trois générations de poètes se réunissent chaque année dans un couvent castillan pour concourir pour un prix.
Returns,,,,George Ratliff,,"Melissa Leo,Emma Roberts",,,Anglais,Long-métrage,2022,-,,,,,"Une jeune femme revient dans son foyer douze ans après sa mystérieuse disparition, des secrets de famille et de vieilles rancunes hantent son retour..."
Hyde Park,,,88,Mark Harris,,"Kenneth Okolie,Dawn Halfkenny,Corey Hendrix",,,Anglais,Long-métrage,2022,-,,,,,Un avocat nigérian-américain doit sauver son client gay de l'expulsion.
Beautiful Helen,,,,George Ovashvili,,"Natia Chikviladze,Dimitri Khvtisiashvili,Lia Kapanadze",,,Géorgien,Long-métrage,2022,-,,,,,"Helen a 25 ans. Après avoir terminé ses études universitaires à New York, elle retourne dans son pays natal, la Géorgie. Pour Helen, tout est étranger. Helen essaie non seulement de trouver sa place à Tbilissi - un environnement qui lui était autrefois familier - mais aussi de se trouver elle-même. Elle fait la rencontre d'un réalisateur, Gabo..."
Untitled Allman Brothers biopic by Nick Cassavetes,,,,Nick Cassavetes,,,,,Anglais,Long-métrage,2022,-,,,,,"Biopic sur le groupe de rock des années 1970, The Allman Brothers Band, qui reviendra sur la jeunesse de Gregg et Duane Allman, deux frères élevés par une mère célibataire, dont l'amour commun pour le blues s'est transformé en une carrière prolifique."
Pierre The Pigeon-Hawk,,Aventure,,John D. Eraklis,," Will.I.Am,Whoopi Goldberg,Howie Mandel",,,Anglais,Long-métrage,2022,-,,,,,"New York. Pierre est le fruit de l'amour improbable entre un faucon et un pigeon. Rejeté par les communautés respectives de ses parents, il décide de retrouver la trace de ses ancêtres afin de connaître son identité. Au cours de son aventure, il va faire connaissance avec un ours fugitif du zoo de Central Park, un hibou aussi intelligent que fou et deux écureuils fan de pop culture..."
Le Terme di Terezin,,,,Gabriele Guidi,,"Mauro Conte,Dominika Moravkova,Alessio Boni",,"Italie,République tchèque",Tchèque,Long-métrage,2022,-,,,,,"Années 1940. Le ghetto de Terezin réunit parmi les déportés juifs, un grand nombre de compositeurs, de peintres, de sculpteurs, de poètes et d'écrivains, le cœur et l'âme de la culture d'Europe centrale de l'époque."
The Christmas Farm,,,,Bradley Walsh,,"Jill Wagner,Cameron Mathison",,,Anglais,Télefilm,2022,-,,,,,"Janie, une jeune cadre de New York, retourne dans sa ville natale de Woodland Falls lorsque son grand-oncle Randall décède. Randall lègue à Janie : la propriété familiale, la maison de son enfance. Janie accepte d'honorer la dernière demande de Randall et d'organiser la fête annuelle d'hiver de Woodland Falls. Pour l'aider dans cette tâche, elle rencontre l'ouvrier, Dylan..."
Mimi wo Sumaseba,,Musical,115,Yûichiro Hirakawa,,"Nana Seino,Tôri Matsuzaka,Tsubasa Nakagawa",,,Japonais,Long-métrage,2022,-,,,20 Photos,,La suite du film d'animation japonais
The Friend,,,,Scott McGehee,,Naomi Watts,,,Anglais,Long-métrage,2022,-,,,,,Une romancière adopte un dogue allemand qui appartenait à son ami et mentor décédé.
Ash & Dust,,,84,Adrian Langley,,"Michael Swatton,Simon Phillips,Anne-Carolyne Binette",,,Anglais,Long-métrage,2022,-,,,,,Deux couples d'une petite ville sont poursuivis par un gang après avoir découvert une boîte mystérieuse enterrée il y a longtemps.
Santa Bootcamp,,,90,Melissa Joan Hart,,"Emily Kinney,Rita Moreno,Marissa Jaret Winokur",,,Anglais,Télefilm,2022,-,,,,,"Une organisatrice d'événements, Emily Strauss, part à la recherche du Père Noël idéal pour un gala de Noël destiné à des investisseurs. Pendant son séjour au ""Santa Bootcamp"", Emily rencontre Belle, un sergent instructeur, qui va l'aider à retrouver l'esprit de Noël."
The City and the City,,,87,Christos Passalis,"
1 nomination
","Alexandros Vardaxoglou,Angeliki Papoulia,Argyris Xafis",I Poli ke i Poli,,Grec,Long-métrage,2022,-,,,,,"L'histoire de la vie et des périls de la communauté juive de Thessalonique, en six chapitres, entre passé et présent."
La Montagne aux Mille regards,,,155,Bastien Verney,,"Aurore Péron,Lilou Collet,Baptiste Ratel",,,Français,Long-métrage,2022,-,,,,,"Dans une contrée perdue se trouve une montagne étrange sur laquelle culmine une forteresse qui est le siège d’une légende effrayante. Cette montagne s’appelle « La Montagne aux Mille regards » parce que l’on s’y sent observé, surveillé… Personne ne s’y rend depuis bien longtemps, la légende qui l’entoure est bien trop oppressante… Pourtant, un soir de pleine lune, un groupe de jeunes aventuriers audacieux décide d’y passer la nuit… Erreur fatale…"
Satanic Hispanics,,,113,Demián Rugna,,"Greg Grunberg,Ari Gallegos,Hemky Madera",,,Anglais,Long-métrage,2022,-,,,,,"Film d'horreur en cinq segments réalisés par Alejandro Brugues, Gigi Saul Guerrero, Mike Mendez, Demián Rugna et Eduardo Sánchez, venant chacun, d'un coin différent de l'Amérique latine."
"Der Russe ist einer, der Birken liebt",,,105,Pola Schirin Beck,,"Aylin Tezel,Sohel Altan Gol,Slavko Popadic",,,"Allemand, Anglais, Hebreu, Arabe, Turc, Français, Russe",Long-métrage,2022,-,,,,,
The Unsound,,,,David F. Sandberg,,,,,Anglais,Long-métrage,2022,-,,,,,Un psychiatre retourne dans l'asile où sa mère a jadis été employée puis patiente. Le médecin découvre que l'hôpital cache de terribles secrets...
Demigod : The Legend Begins,,,103,Chris Huang,,"Huang Wen-Tze,Chiang Tzu-Hsiang,Chen Sz-Shian",Su Huan-jen,,Mandarin,Long-métrage,2022,-,,,,,Le jeune médecin et sabreur hors pair Su Huan-Jen doit faire face à l’attaque d’une entité maléfique ; mais le combat est beaucoup plus compliqué que prévu.
Now I See,,,,Carissa Stutzman,,"Annalise Basso,Steven Ogg,Jay Huguley",,,Anglais,Long-métrage,2022,-,,,,,"Une femme aveugle, Claire Moyer, est surprotectrice avec sa fille de six ans, Briar. Quand cette dernière disparaît le jour de Noël, Claire fait face à son pire cauchemar et met tout en oeuvre pour la retrouver. Sachant que la vie de sa fille est en jeu et frustrée par le manque d'efforts de la police, elle demande de l'aide à son ami Beck. Bientôt les forces de l'ordre orientent leur enquête vers Beck, Claire n'a d'autre choix que de prendre les choses en main."
Secaderos,,,,Rocío Mesa,,"Ada Mar Lupiañez Huertas,Vera Centenera Carnero",,"Espagne,U.S.A.",Espagnol,Long-métrage,2022,-,,,,,"Un village peut apparaître comme un paradis pour des citadins, mais comme une prison pour des adolescents de la région. Ces deux visions s'opposent via les deux personnages principaux."
The Metal Men,,,,Ron Clements,,,,,Anglais,Long-métrage,2022,-,,,,,Adaptation d'un comic book mettant en scène le Dr. William Magnus et les six robots qu'il a créés.
Anniyan,,,,S. Shankar,,Ranveer Singh,,,Hindi,Long-métrage,2022,-,,,,,
Lakelands,,,,Robert Higgins,,"Eanna Hardwicke,Danielle Galligan,Lorcan Cranitch",,,Anglais,Long-métrage,2022,-,,,,,"Cian, un jeune footballeur gaélique, est victime d'une agression lors d'une sortie nocturne, et qui a du mal à accepter qu'une blessure mette brutalement fin à sa carrière."
God’s Time,,,83,Daniel Antebi,,"Ben Groh,Dion Costelloe,Liz Caribel Sierra",,,Anglais,Long-métrage,2022,-,,,,,"Récemment sevrés, les deux meilleurs amis, Dev et Luca, poursuivent leur béguin commun, Regina, pour l'empêcher de tuer son ex-petit ami dans un New York, paralysé par le confinement."
Curfew,,,,Adam Randall,,,,,Anglais,Long-métrage,2022,-,,,,,"Une adolescente rebelle est envoyée chez sa grand-mère dans une ville où un couvre-feu est instauré pour toutes les nuits. Lorsque la jeune fille s'aventure à la tombée du jour, elle découvre la sombre vérité qui se cache derrière cet interdit..."
The Book of Ruth,,,,Michael Arden,,"Ruth Wilson,Matt Bomer",,,Anglais,Long-métrage,2022,-,,,,,"Focus sur le parcours de l'américaine Ruth Coker Burks surnommée "" The Cemetery Angel "" (l'ange des cimetières). En 1983, Burks est une mère divorcée de l'Arkansas et fervente chrétienne. Quand un nouveau voisin s'installe à côté de son domicile, elle ne tarde pas à découvrir que ce dernier a fui la ville de New York, décimée par une nouvelle épidémie dans le milieu gay. Emue, elle va se lancer dans le combat contre la stigmatisation entourant les malades du sida et permettent à plus de 1000 d'entre-eux de bénéficier de la crémation et d'une pierre tombale dans le cimetière familial de Ruth."
Sirin,,,,Senad Šahmanović,,"Danica Curcic,Jasna Djuricic,May-Linda Kosumovic",,"Monténégro,Croatie,Albanie,Kosovo,Bosnie-Herzégovine",Serbo-Croate,Long-métrage,2022,-,,,,,"Nathalie, une avocate, revient des États-Unis dans son Monténégro natal après 20 ans pour résoudre une affaire d'héritage impliquant une femme qui a légué une grosse somme à une église orthodoxe."
I Used to Be Funny,,,105,Ally Pankiw,,"Rachel Sennott,Olga Petsa,Sabrina Jalees",,,Anglais,Long-métrage,2022,-,,,,,"Sam, une jeune comédienne et jeune fille au pair souffrant de stress post-traumatique, se demande si elle doit ou non participer aux recherches de Brooke, une fillette disparue dont elle était la nounou."
A Million Days,,,,Mitch Jenkins,,"Simon Merrells,Hermione Corfield,Kemi-Bo Jacobs",,,Anglais,Long-métrage,2022,-,,,,,"2041. Après des décennies de recherche, la mission visant à créer la première colonie lunaire est sur le point d'être lancée avec l'astronaute humain, Anderson, après que Jay, une intelligence artificielle spécialement conçue pour la mission, ait simulé l'expédition. Des tensions apparaissent lorsque les motivations de Jay deviennent apparentes, le groupe d'humains doit faire face au groupe de robots..."
My Small Land,,,114,Emma Kawawada,,,,,"Japonais, Kurde",Long-métrage,2022,-,,,,,Sarya et de sa sœur Lily sont nées au Japon dans une famille d’immigrés kurdes. Les jeunes sœurs sont partagées entre leur désir de s’intégrer et l’attachement à leurs origines kurdes que leur père voudrait leur inculquer.
Blood Mother,,,,Kelly Marcel,,"Felicity Jones,Alex Jones",,,Anglais,Long-métrage,2022,-,,,,,Une professeure d'Oxford découvre que son bébé est inhumain et se retrouve à faire l'inimaginable pour le garder en vie...
Time Alone,,,,Alessandro Camon,,"Taraji P. Henson,Clayton Cardenas",,,Anglais,Long-métrage,2022,-,,,,,Anna est la mère d'un policier assassiné dans l'exercice de ses fonctions. Gabriel est un jeune homme condamné pour avoir tué un membre d'un gang rival. Leurs parcours parallèles convergent de manière inattendue...
Lotus,,,,Signe Birkova,,"Severija Janušauskaitė,Baiba Broka,Vilis Daudzins",,"Lettonie,Lituanie","Letton, Français, Allemand",Long-métrage,2022,-,,,,,"Le parcours mouvementé de la Comtesse germano-balte Alice Von Trotta, une marginale qui, en surmontant les obstacles physiques et mentaux et les préjugés, est devenue une cinéaste d'avant-garde du cinéma muet letton."
Price Of Parenting,,,,,,,,,Anglais,Long-métrage,2022,-,,,,,Remake de la comédie française Mes très chers enfants.
The Last Mark,,,,Reem Morsi,,"Alexia Fast,Shawn Doyle,Bryce Hodgson",,,Anglais,Long-métrage,2022,-,,,,,"Keele, un tueur à gages vieillissant, est chargé de tuer un témoin qui peut le relier, lui et son partenaire, Palmer, à un meurtre récent. Cette exécution tombe à l'eau alors que Keele a du mal à mener à bien sa mission en raison d'une crise de conscience. Il découvre rapidement que sa nouvelle cible, Peyton, va être la plus difficile de sa carrière..."
Rose Red,,,,Evan Daugherty,,,,,Anglais,Long-métrage,2022,-,,,,,"Après avoir appris que sa soeur Blanche-Neige a été empoisonnée par la pomme de la Reine, Rose Red se lance en effet dans une quête avec les 7 nains pour briser la malédiction…"
Daddy Daughter Trip,,Animation,,Rob Schneider,,"Rob Schneider,Miranda Scarlett Schneider,Jackie Sandler",,,Anglais,Long-métrage,2022,-,,,,,"Une étudiante rêve de participer au ""Spring Break"" mais sa famille ne peut pas se permettre. Contre l'avis de sa mère et avec seulement quelques pièces de monnaie dans leurs poches, son père rêveur décide de l'emmener quand même en voyage. Après une série d'aventures malheureuses, leurs vacances sont sauvées lorsque le duo rencontre un couple de célèbres blogueurs de voyage."
Samo Lives,,,,Julius Onah,,Kelvin Harrison Jr.,,,Anglais,Long-métrage,2022,-,,,,,"Biopic sur le légendaire artiste new-yorkais, Jean-Michel Basquiat."
Seize Them !,,,,Curtis Vowell,,"Aimee Lou Wood,Lolly Adefope,Nicola Coughlan",,,Anglais,Long-métrage,2022,-,,,,,"La reine égoïste Dagan est déchue de son trône suite à une révolution populaire menée par la charismatique rebelle connue sous le nom de Humble Joan. La reine se retrouve fugitive dans son propre pays, elle doit s'efforcer de reconquérir sa place."
Zombie Land Saga Movie,,,,,,,Eiga Zombie Land Saga,,Japonais,Long-métrage,2022,-,,,,,Il s'agit d'un film d'animation basé sur la licence Zombie Land Saga.
Bajo terapia,,,,Gerardo Herrero,,"Malena Alterio,Alexandra Jiménez,Fele Martínez",,,Espagnol,Long-métrage,2022,-,,,,,"Une psychologue propose à trois couples de participer à une séance de groupe, où ils devront s'analyser mutuellement sans sa présence. Pour ce faire, elle leur a laissé un certain nombre d'enveloppes contenant des instructions sur les sujets qu'ils doivent aborder. La méthode qu'elle a proposée encourage chacun à partager ses opinions, à argumenter entre eux et à se dévoiler."
Educazione fisica,,,,Stefano Cipani,,"Angela Finocchiaro,Giovanna Mezzogiorno,Raffaella Rea",,"Italie,Pologne",Italien,Long-métrage,2022,-,,,,,
Root Letter,,,,Sonja O'Hara,,"Danny Ramirez,Keana Marie,Mark St. Cyr",,,Anglais,Long-métrage,2022,-,,,,,
