titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
"Claire, la scandaleuse",,,,Hervé Bodilis,,,,,Français,Long-métrage,2020,-,"3,0",,,,Vous êtes invités à la soirée d’anniversaire de la sublime Claire Castel. Préparez-vous donc à vivre un moment inoubliable et une expérience de plaisir sans précédent.
Allagash,,,90,John Barr,,"Tom Berenger,Kristen Hager,Paul Ben-Victor",,,Anglais,Long-métrage,2020,-,"2,0",,6 Critiques Spectateurs,,"Alors qu'il chassait dans le nord du Maine, un ancien combattant à la retraite découvre le cadavre d'une femme et une importante somme d'argent à côté de son corps. Son existence va se retrouver bouleversée par ces découvertes. En effet, des criminels à la recherche de l'argent le rencontrent. Le vétéran de guerre ne le sait pas encore mais les malfrats lui concoctent un test de survie."
Chick Fight,,Action,97,Paul Leyden,,"Malin Åkerman,Bella Thorne,Alec Baldwin",,,Anglais,Long-métrage,2020,-,"2,4",,,,"Anna ne parvient pas à se remettre de la mort de sa mère adorée. La jeune femme se sent trahie par son père après avoir découvert que ce dernier est gay. Sa meilleure amie, Charleen, décide de l'emmener dans un club de combat clandestin entièrement féminin. Anna va renaître à la vie petit à petit..."
Enfant Terrible,,,134,Oskar Roehler,"
1 nomination
","Oliver Masucci,Hary Prinz,Katja Riemann",,,Allemand,Long-métrage,2020,-,"2,0",,1 Critique Spectateur,,"La vie brève et tumultueuse de Rainer Werner Fassbinder, enfant terrible du cinéma allemand. Un biopic audacieux qui explore différentes facettes de l'artiste, y compris les plus sombres."
L'aventure préhistorique,,Famille,98,Leon Ding,,"Siobhan Lumsden,Christopher Price,Bingjun Zhang",Xiong Chu Mo: Kuang Ye Da Lu,,Chinois,Long-métrage,2020,-,"2,8",,10 Photos,,"Vick, Briar et Bramble se retrouvent coincés à l'époque préhistorique entourés d'animaux gigantesques semblant tous avoir une seule idée en tête: les dévorer ! Lorsque nos héros se séparent, Briar rencontre une jeune louve nommée Feifei, dont l'unique rêve est de devenir une brave guerrière. Au même moment, Bramble et Vick font face eux aussi à des problèmes."
Un vœu d'amour pour Noël,10/11/2021,"Drame,Famille",85,Jeff Beesley, TF1 ,"Amanda Schull,Travis Van Winkle,Averie Peters",Project Christmas Wish,"U.S.A.,Canada",Anglais,Télefilm,2020,-,"3,1",,1 Critique Spectateur,,"Chaque année, Lucy anime une grande opération caritative pour réaliser les vœux de Noël des habitants de la ville de Elmhurst. Cette fois, Maxine, une petite fille qui a récemment emménagé avec son papa veuf depuis trois ans, exprime le souhait de passer un beau Noël comme avant la disparition de sa maman. Lucy réussit à surmonter en douceur les réticences de Lucas, son papa, pour leur faire passer un joli Noël. Sapin, décorations, biscuits à préparer en famille… Peu à peu, Lucy réussit à dérider Lucas et l’amour s’en mêle. La petite Maxine comprend vite que son véritable vœu est de retrouver le bonheur, pour son papa et elle. Mais pour ce faire, il faudra réussir à concilier le souvenir de Stéphanie, sa maman décédée, et le bonheur qui se présente, sous une forme différente…"
Un drôle de Noël,11/11/2021,,84,Dawn Wilkinson, TF1 ,"Wes Brown,Jessy Schram,Kix Brooks",A Nashville Christmas Carol,,Anglais,Télefilm,2020,-,"2,9",,,,"Vivienne Wake, une jeune femme ambitieuse de Nashville, produit chaque année le Country Live de Noël, une émission enregistrée dans les conditions du direct qui met en avant des artistes de la country. Cette année, elle impose en première partie Belinda Manners. Son agent n’est autre que son ami d’enfance, Gavin Chase, qu’elle a perdu de vue après qu’il lui a brisé le cœur. Alors que les répétitions et la tension s’accumulent à quelques jours de l’enregistrement, Vivienne reçoit la visite de facétieux esprits de Noël bien décidés à lui ouvrir les yeux."
Un Noël à réinventer,,,91,Adrian Langley,,"Beverley Mitchell,Mark Ghanimé,Derek Johns",Candy Cane Christmas,,Anglais,Télefilm,2020,-,"2,6",,,,"Gérante d´une boutique de fleurs avec sa meilleure amie, Phoebe adore la période de Noël et attend avec impatience les festivités du Village de Noël, organisées par les habitants. Lorsqu´elle apprend que l´événement est annulé cette année, Phoebe participe à de nouvelles traditions de Noël, au cours desquelles elle va rencontrer Éric, un vétérinaire célibataire.. ."
Paradigmes : le film,20/10/2021,,97,Marlon Magnée,,"César Domboy,Romain Brau,Louis Atlan",,,Français,Long-métrage,2020,-,"3,1",,3 Critiques Spectateurs,,"Paradigmes : le film est une émission de TV grandeur nature, un exercice d’autopromotion sur-mesure, autoproduit par La Femme... La Femme nous gâte. Un binôme d’animateurs glamour et pimenté, Cesar Domboy et Romain Brau, un parterre d’invités aussi drôles que barrés et caricaturaux (interprétés par Louis Atlan, Felix Moati, Adriana Brevigliery, Adrien Durand, Léa Rostain, Vicky de Saint Hermine, ...), une troupe d’interprètes et de danseurs XXL. Samantha Quealy mène les chorégraphies de danseuses du Crazy Horse et du Paradis Latin, tandis qu’Alma Jodorowsky incarne le clip éponyme « Paradigme » qui ouvre à la fois le film et l’album. Si La Femme est évidemment le backing band officiel de cette émission qui mélange les genres et les époques, on retrouve aussi ses membres et leurs proches grimés et travestis dans des personnages absurdes qui en disent long sur notre époque : Sacha Michel Zarev, pastiche de philosophe de plateaux, Les Foreigners, détournement de boys-band anglo-saxons aussi souriants que bêtas, Jean Du polémiste sournois, ou encore « la star américaine », Sacha en vedette / idole des jeunes, façon seventies. Le film est avant tout un moment de détente, une farce, une comédie tragi-comique, une tempête d’humour et d’amour remplie de second degré. Et saupoudré de « Qu’est-ce que c’est con ! » comme l’a fait remarquer Felix Moati sur le plateau ! Réalisé par Marlon Magnée, Sacha Got & Aymeric Bergada du Cadet, c’est à aujourd’hui le projet vidéo le plus ambitieux du groupe. Pendant plus d’un an et demi, Marlon et Sacha ont écrit et réalisé les 16 clips de l’album et le scénario qui vient les relier dans un ensemble unique."
La peau sur les os,,,90,Burkhardt Wunderlich,,"Anja Kling,Lisa-Marie Koroll,Oliver Mommsen",Aus Haut und Knochen,,Allemand,Long-métrage,2020,-,,,,,"Adolescente, Lara cache son corps sous de nombreuses couches de vêtements et pratique la course à pied de manière intensive. Après avoir trouvé de la nourriture périmée dans sa chambre et découvert la maigreur de sa fille ainsi que ses stratagèmes pour cacher son poids, sa mère Susanne va voir ses craintes confirmées : Lara souffre d'anorexie... Un combat acharné commence car Lara ne s'admet pas la maladie."
Police Officer Camera,,Thriller,92,Malik Vitthal,,"Mary J. Blige,Nat Wolff,David Zayas",Body Cam,,Anglais,Télefilm,2020,-,"2,6",,16 Photos,,"Renee, policière à Los Angeles, enquête sur la mort violente d'un de ses collègues lors d'un contrôle routier. En suivant les indices, elle découvre qu'une même présence menaçante apparaît sur des images de plusieurs scènes de crime. Plus étrange encore, Renee est la seule à voir cette silhouette..."
Rendez-Vous à Mexico,,Romance,95,Gerardo Gatica,,"Héctor Bonilla,Jesús Zavala,Ximena Romo Mercado",Dime cuando tú,,Espagnol,Long-métrage,2020,-,"2,3",,2 Critiques Spectateurs,,"Accro au travail, Will met pourtant de côté sa vie californienne pour réaliser le dernier souhait de son grand-père : jouer les touristes à Mexico et y trouver l'amour."
Les Octonauts et la Grande Barrière de corail,,Famille,47,Blair Simmons,,,Octonauts & The Underwater Caves of Sac Atun,"Chine,Grande-Bretagne",Chinois,Long-métrage,2020,-,"2,2",,,,Les Octonauts doivent réussir à tenir à distance des hordes affamées d'étoiles de mer afin de protéger le corail du plus grand récif au monde.
Ma belle soeur bien aimée,,Comédie,92,Amy Miller Gross,,"Alicia Silverstone,Mathilde Ollivier,Jake Hoffman",Sister of the Groom,,Anglais,Long-métrage,2020,-,"2,2",,13 Photos,,"Audrey, une architecte complexée, et son mari Ethan prennent la direction des Hamptons pour assister au mariage de Liam, le frère de madame, avec la Française Clémence. Les festivités ont été déplacées à la dernière minute le jour même des 40 ans d'Audrey. Celle-ci découvre rapidement qu'elle a peu d'affinités avec sa future belle-soeur. Elle découvre par-dessus le marché que le jeune couple a demandé à Isaac, son ex, de superviser d'importants travaux dans la demeure familiale. Excédée, Audrey fait son possible pour gâcher ce week-end festif. Les nostalgiques des années 90 retrouvent avec plaisir Alicia Silverstone et Tom Everett Scott dans cette comédie."
Les chroniques de Noël 2,,"Famille,Aventure",112,Chris Columbus,,"Darby Camp,Kurt Russell,Goldie Hawn",The Christmas Chronicles: Part Two,,Anglais,Long-métrage,2020,-,"2,9",,37 Critiques Spectateurs,,
Enemy Lines,,Drame,92,Anders Banke,,"Ed Westwick,John Hannah,Tom Wisdom",,,Anglais,Long-métrage,2020,-,"2,3",,3 Critiques Spectateurs,,"Dans le paysage glacé et déchiré par la guerre de la Pologne occupée pendant la Seconde Guerre mondiale, une équipe de commandos alliés est envoyée en mission mortelle derrière les lignes ennemies pour extraire un spécialiste des fusées des mains des nazis."
VFW,,Action,92,Joe Begos,,"Stephen Lang,Sierra McCormick,William Sadler",,,Anglais,Long-métrage,2020,-,"2,1",,5 Critiques Spectateurs,,"Fred, un vétéran de la guerre du Vietnam, et ses amis militaires doivent protéger un adolescent et le siège de l'organisation VFW contre un trafiquant de drogues et son armée de mutants punks. Pour les anciens militaires, cette bataille s'annonce la plus difficile de leur carrière..."
White Building,22/12/2021,,90,Kavich Neang, Les Films du Losange ,"Piseth Chhun,Sithan Hout,Sokha Uk",Bodeng Sar,"Cambodge,France,Chine,Qatar",Khmer,Long-métrage,2020,-,"3,5","2,8",14 articles de presse,1 prix et 3 nominations,"Samnang, 20 ans, habite dans un immeuble historique de Phnom Penh. Le départ de son meilleur ami, la maladie de son père et la démolition imminente du bâtiment vont le faire grandir."
Coeur Vaillant,,"Famille,Fantastique",85,Deng Weifeng,,"Carrie Jo Crosby,Daisy Hamilton,Justine Huxley",Brightheart,,Anglais,Long-métrage,2020,-,"2,3",,,,"Brightheart, petite luciole, veille sur un village nuit après nuit et est le héros de ses habitants. Un jour, sa célébrité va etre mise à mal par l'arrivée soudaine d'Aurora, un robot venu de l'espace. La petite luciole va devoir s'entendre et collaborer avec ce nouveau visiteur car une menace bien plus importante pour le village grandit de jour en jour."
Kokoloko,,,106,Gerardo Naranjo,,"Alejandra Herrera,Noé Hernandez,Eduardo Mendizábal",,,Espagnol,Long-métrage,2020,-,"3,0",,11 Photos,,"À Oaxaca, Marisol, prise entre un amant qui décide pour elle de son destin et un cousin autoritaire et violent, rêve de vivre sa vie. Récit d’un amour tragique dans une petite ville côtière du Mexique, Kokoloko fait s’entrechoquer comme deux vagues le réel et sa métaphore."
Sleep,,Epouvante-horreur,101,Michael Venus,"
1 prix et 4 nominations
","Gro Swantje Kohlhof,Sandra Hüller,August Schmölzer",Schlaf,,Allemand,Long-métrage,2020,-,"2,4",,2 Critiques Spectateurs,1 prix et 4 nominations,"Pour lutter contre les intenses cauchemars qui malmènent son sommeil, Marlene se rend dans un hameau reculé dans la montagne qui ressemble étrangement aux lieux de ses effrois nocturnes. Devenue brusquement apathique, elle y est rejointe par sa fille Mona, qui peu à peu découvre la froideur de ce lieu anxiogène. Tandis que cette dernière cherche à comprendre le mal qui paralyse sa mère, elle doit affronter le passé macabre de ce village et les forces menaçantes qui le hantent…"
The Jönsson Gang,,Drame,122,Tomas Alfredson, StudioCanal ,"Henrik Dorsin,Anders Johansson,Hedda Stiernstedt",Se upp för Jönssonligan,,"Suédois, Finnois",Long-métrage,2020,-,"2,4",,1 Critique Spectateur,,"Après avoir purgé sa peine, Charles Ingvar ""Sickan"" Jönsson retourne à la vie civile avec un nouveau coup en tête, qu'il a eu, en prison, tout le loisir de planifier dans les moindres détails. Mais ses anciens partenaires, Ragnar, Harry et Doris, se sont rangées et coulent des jours paisibles. A moins qu'une couronne royale et une pierre mythique les fassent changer d'avis…"
Neuf meufs,,,80,Emma de Caunes,,"Aïssa Maïga,Yannick Renier,Axel Granberger",,,Français,Télefilm,2020,-,,,,,"Dans un immeuble parisien vivent neuf femmes, aux profils différents mais toutes ancrées dans leur époque. Elles offrent neuf tranches de vie, des rencontres, des chagrins, des passions, autant d'histoires émouvantes et parfois dérangeantes, de l'ado à la célibataire, en passant par la grande amoureuse."
Ella Bella Bingo,,,75,Atle Solberg Blakseth,,"Summer Fontana,Jack Fisher",Elleville Elfrid,,"Anglais, Norvégien",Long-métrage,2020,-,"3,0",,,,"Ella et Henry sont les meilleurs amis du monde. Mais un jour, l'arrivée d'un nouveau garçon dans le quartier va tout changer et l'amitié des deux amis va être bouleversée"
Love After Love,,"Romance,Erotique",144,Ann Hui,,"Ma Sichun,Feihong Yu,Eddie Peng",Di Yi Lu Xiang,,"Mandarin, Chinois",Long-métrage,2020,-,"3,1",,1 Critique Spectateur,,Une jeune fille voyage de Shanghai à Hong Kong. Elle finit par travailler pour sa tante en séduisant des hommes riches et puissants.
Meurtres À Cognac,26/12/2020,,90,Adeline Darraux, France 3 ,"Eléonore Bernheim,Olivier Sitruk,Jean-Yves Lafesse",,,Français,Télefilm,2020,-,"3,4",,2 Critiques Spectateurs,,"Le maître de chai d’une grande maison de Cognac est retrouvé étranglé et brûlé. La capitaine Clémentine Segonzac est chargée de l’enquête. Elle doit collaborer avec Yassine Benjebbour, un capitaine récemment arrivé des quartiers nord de Marseille. Des grandes maisons aux clients passionnés, leur enquête sur cette mort mystérieuse va les mener à explorer l’univers fascinant et secret du Cognac et éclairer d’un nouveau jour l’histoire familiale de Clémentine. Il se pourrait que la capitaine n’ait pas révélé toute la vérité à son coéquipier ..."
Apprenti papa,,Comédie,111,Salvador Espinosa,,"Tato Alexander,Moises Arizmendi,Fernando Becerril",Ahí te encargo,,Espagnol,Long-métrage,2020,-,"2,5",,7 Critiques Spectateurs,,"Un publicitaire file le parfait amour avec son épouse avocate, jusqu'à ce que son désir de paternité devienne pressant et qu'un nouveau colocataire s'invite chez eux."
Nulle part ailleurs,,Romance,87,David Salazar,,"Miguel González (I),Juan Pablo Castiblanco,Melissa Cardonna",Nowhere,"U.S.A.,Colombie","Anglais, Espagnol",Long-métrage,2020,-,"2,8",,1 Critique Spectateur,,"Adrian et Sebastian vivent une vie ouvertement gay à New York.Lorsque le visa de Sebastian est rejeté, les deux doivent décider s’ilsretournent en Colombie où ils font face au rejet de leurs familles ous’ils se battent pour resteraux États-Unis et continuer de vivre librement."
La Famille Claus,,Fantastique,96,Matthias Temmermans,,"Jan Decleir,Mo Bakker,Stefaan Degand",De Familie Claus,,Flamand,Long-métrage,2020,-,"2,1",,11 Critiques Spectateurs,,"Quand son grand-père tombe malade, Jules, qui déteste les fêtes, découvre que sa famille descend d'une lignée magique, et que l'avenir de Noël repose sur lui."
Goodbye Mister Wong,29/12/2021,,100,Kiyé-Simon Luang, Shellac ,"Nini Phonesavanh Vilivong,Marc Barbé,Soulasath Saul",,"France,Laos","Français, Chinois, Anglais",Long-métrage,2020,-,"3,6","2,6",9 articles de presse,,"Au bord du lac Nam Ngum, au nord du Laos, les destins croisés de France, une jeune femme convoitée par deux hommes venant de deux mondes très différents, et de Hugo un français à la recherche de la femme qui l’a quitté un an plus tôt."
Connie et le secret du chat Maou,,Famille,76,Ansgar Niebuhr,,"Iris Von Kluge,Kerstin Draeger,Christian Rudolf",Meine Freundin Conni - Geheimnis um Kater Mau,,Allemand,Long-métrage,2020,-,,,,,"La petite Connie et ses amis partent en voyage scolaire. Maou, le chat malicieux de la fillette, se joint à eux en cachette et sème la pagaille."
L'Île aux mystères : Quand le passé nous rattrape,08/06/2020,Policier,85,Mark Jean,,"Jesse Metcalfe,Sarah Lind,Eric Keenleyside",A Beautiful Place to Die: A Martha's Vineyard Mystery,,Anglais,Télefilm,2020,-,"3,1",,,,"La gérante d'une galerie d'art est retrouvée morte et la sculpture d'un voilier a été dérobée. Le Shérif Madieras va mener l'enquête avec sa fille Zee et l'ancien policier Jeff Jackson. Alors qu'ils sont sur les pistes du tueur, un second meurtre survient…"
Love Aaj Kal,14/02/2020,Romance,140,Imtiaz Ali, Friday Entertainment ,"Kartik Aaryan,Sara Ali Khan,Randeep Hooda",,,Hindi,Long-métrage,2020,-,"3,0",,,,"De 1990 à 2020, le film dépeint deux histoires d'amour à des époques très différentes, confrontées à des obstacles très différents. Un couple se bat contre les restrictions de la société, tandis que l'autre doit apprendre à trouver un équilibre entre le travail et l'amour, mais tous deux incarnent les mêmes sentiments d'amour véritables et sans filtre."
La crypte. Le dernier secret.,,,,,,"Marta Nieto,Marga Escudero, El Langui","La cripta, el último secreto",,Espagnol,Long-métrage,2020,-,,,,,"Le vendredi 13 octobre 1307, l'Ordre du Temple est détruit. Des milliers de ses membres ont été capturés, torturés et tués. De nos jours, Leonor, une jeune enseignante, se réfugie dans un petit village de montagne pour tenter de se remettre de la mort de son mari. ""La Loba"", une femme étrange, finira par lui révéler la vérité de cette histoire fascinante et merveilleuse."
Danger Zone,,,86,Omri Rose,,"Ivanna Sakhno,Alex Hafner,Tinatin Dalakishvili",Let It Snow,"Ukraine,Géorgie",Anglais,Long-métrage,2020,-,"1,6",,6 Critiques Spectateurs,,"Mia et son fiancé Max, fans de snowboard, se rendent sur la montagne de Black Ridge, connue pour avoir laissé pour mort plus d'un alpiniste. Des phénomènes surnaturels semblent s'y produire. Quand Mia se retrouve isolée après s'être aventurée sur une piste interdite, elle va devoir affrontée seule une nature hostile, traquée par un assassin mystérieux alors qu'une force puissante l'attire au coeur de la montagne."
Havel,,"Drame,Historique",105,Slávek Horák,,"Viktor Dvorak,Aňa Geislerovà,Jiri Bartoska",,,Tchèque,Long-métrage,2020,-,"2,2",,2 Critiques Spectateurs,,"Un biopic consacré au leader politique tchèque Václav Havel, surnommé le ""président philosophe"", ancien dissident devenu président de la république du pays. Le premier après les événements dit de ""la révolution de Velours"" en 1989, qui mis fin à la mainmise du Parti communiste au pouvoir depuis le bloc soviétique de l'après-guerre."
L'Ordre moral,30/09/2020,Historique,140,Mario Barroso, Alfama Films ,"Maria de Medeiros,Marcello Urgeghe,João Luís Arrais",Ordem Moral,,Portugais,Sérials,2020,-,"3,3","3,4",16 articles de presse,,"En 1918, Maria Adelaide Coelho da Cunha, héritière et propriétaire du journal Diário de Notícias, abandonne le luxe social et culturel familial dans lequel elle vit, pour s'enfuir avec un insignifiant chauffeur de 22 ans plus jeune qu’elle. Les conséquences de cette décision vont être douloureuses et moralement dévastatrices."
Cowboys,,,83,Anna Kerrigan,,"Steve Zahn,Jillian Bell,Sasha Knight",,,Anglais,Long-métrage,2020,-,"3,2",,2 Critiques Spectateurs,,Un père tourmenté mais bien intentionné qui s'est récemment séparé de sa femme s'enfuit avec son fils transgenre dans la nature sauvage du Montana après que son ex-femme refuse de laisser leur fils vivre comme il le souhaite.
Grand frère,26/08/2020,,104,Liang Ming, ASC Distribution ,"Lu Celeste,Wu Xiaoliang,Jiajia Wang",Wisdom Tooth,,Chinois,Long-métrage,2020,-,"3,6","2,7",10 articles de presse,,"Gu Xi est sur le point de perdre son emploi à cause de problèmes de papiers d’identité. Tout en utilisant ses relations pour obtenir des papiers en règle,elle fait également face à un autre défi : s’entendre avec la nouvelle petite amie de son frère, Qingchang. Alors que l’hiver s’installe et que les températures plongent, la relation entre Gu Xi, son frère Gu Liang et sa petite amie devient de plus en plus floue…"
Malang,,Bollywood,,Mohit Suri,,"Anil Kapoor,Aditya Roy Kapoor,Disha Patani",,,Hindi,Long-métrage,2020,-,"3,1",,2 Critiques Spectateurs,,"Brutalement séparé par la police de celle qu'il aimait, un homme pris d'une folie meurtrière est poursuivi par un flic tout aussi assoiffé de vengeance."
Losers Revolution,11/03/2020,,89,Thomas Ancora,,"Clément Manuel,Thomas Ancora,Kody Kim",,,Français,Long-métrage,2020,-,"2,2",,14 Critiques Spectateurs,,"Simon, Mehdi et Fred, 3 amis d’enfance, sont conviés à l‘enterrement de Juan, un de leur ancien camarade de classe qui a une dernière volonté : que les garçons prennent leur vengeance à la réunion des anciens en balançant sur ceux qui les martyrisaient ses cendres et créer un mouvement de "" révolution des losers "" sur les réseaux sociaux. Avec 30 followers, compliqué de créer un buzz. Mais qui de mieux qu’Henry, petit frère de Simon, star de la télé réalité "" The real Alpha Belga Boys of Brussels "" (qui suit 6 mannequins / Influenceurs dans leur quotidien) et gourou des réseaux sociaux pour les aider à atteindre leur but ? Si ce n’est qu’à un détail près : Henry et Simon se détestent."
The Big Ugly,,Drame,107,Scott Wiper,,"Vinnie Jones,Malcolm McDowell,Ron Perlman",,,Anglais,Long-métrage,2020,-,"1,8",,16 Critiques Spectateurs,,"Neelyn, un homme de main au service du mafieux britannique Harris, a toujours été loyal et respectueux des règles du milieu. Mais lorsque sa fille disparaît au lendemain d'un deal entre Harris et l'Américain Preston, tout bascule..."
"Rose Valérie, infirmière de nuit",,,135,,,,,,Français,Long-métrage,2020,-,"3,0",,,,Toutes les infirmières sont-elles nues sous leurs blouses ? Que se passent-ils vraiment dans les vestiaires pendant les gardes de nuit ? Faut-il coucher avec le médecin de garde pour avoir des avantages en nature ? C'est exactement ce que Rose va découvrir dans cet hôpital très particulier.
The Middle Man,,,95,Bent Hamer,,"Pål Sverre Valheim Hagen,Don McKellar,Kenneth Welsh",,"Norvège,Canada,Allemagne,Danemark",Anglais,Long-métrage,2020,-,"3,1",,7 Critiques Spectateurs,,"À Karmack, bourgade du nord-est des États-Unis frappée par le déclin industriel, Franck Farrelli, ancien guichetier de la gare désormais désaffectée, décroche un emploi de médiateur qui consiste à annoncer les mauvaises nouvelles à ses concitoyens. Dans cette ville de laissés-pour-compte, les malheurs, il est vrai, ne manquent pas. Alors qu’il vient de commander un costume sur mesure couleur pierre tombale adaptée à sa mission, le shérif l’informe que Jimmy, le fils du tailleur, vient de succomber à un accident de voiture. C’est le baptême du feu pour Franck auquel il incombe de prévenir les parents."
High Ground,,Thriller,105,Stephen Johnson (II), Filmo ,"Jacob Junior Nayinggul,Simon Baker,Jack Thompson",,,Anglais,Long-métrage,2020,-,"3,1",,2 Critiques Spectateurs,,"1919. Après avoir été sniper durant la Première Guerre Mondiale, Travis, devenu policier dans le nord de l’Australie, perd le contrôle d’une intervention qui aboutit au massacre d’une tribu indigène. 12 ans plus tard il engage le seul survivant connu du massacre, dans une chasse à l'homme dont il pourrait bien devenir la proie..."
Carmen Sandiego,,Famille,,Mark Perez,,"Gina Rodriguez,Abby Trott,Finn Wolfhard",,,Anglais,Long-métrage,2020,-,"3,8",,,,"La traque de la voleuse Carmen Sandiego, poursuivie à travers le monde entier par Interpol."
Slaxx,,Epouvante-horreur,77,Elza Kephart,"
1 nomination
","Romane Denis,Brett Donahue,Kenny Wong",,,Anglais,Long-métrage,2020,-,"2,0",,9 Critiques Spectateurs,,"A la veille du lancement d'une nouvelle ligne de jeans qui devrait faire fureur, les employés de la marque de prêt-à-porter CCC réaménagent le magasin et l'entrepôt de la boutique phare. Pour sécuriser la nouvelle collection révolutionnaire, qui s'adapte à la morphologie de chacun, les lieux sont soigneusement verrouillés, et personne ne peut en sortir ou y entrer. Libby, une jeune vendeuse idéaliste, s'aperçoit que ses collègues disparaissent au fur et à mesure. Elle découvre qu'un pantalon est responsable de ce massacre et cherche comment l'arrêter. Ce huis-clos de série Z riche en hémoglobine, à la fois drôle et original, dénonce avec beaucoup de second degré la fast fashion."
Residue,05/01/2022,,90,Merawi Gerima, Capricci Films ,"Obinna Nwachukwu,Dennis Lindsey,Taline Stewart",,,Anglais,Long-métrage,2020,-,"3,7","3,4",12 articles de presse,,"Jay, la trentaine, retourne dans son vieux quartier de Washington D.C. et y découvre à quel point celui-ci s’est gentrifié. Les résidents afro-américains se trouvent poussés hors de chez eux par des propriétaires plus riches et majoritairement blancs. Traité comme un étranger par ses anciens amis, Jay est perdu et ne sait plus tout à fait à quel monde il appartient."
Tremors: Shrieker Island,,Epouvante-horreur,103,Don Michael Paul,,"Michael Gross,Jackie Cruz,Richard Brake",,,Anglais,Long-métrage,2020,-,"2,2",,4 Critiques Spectateurs,,"Des riches chasseurs modifient génétiquement des œufs de Graboïdes pour créer une expérience de chasse inouabliable. Mais il ne faut pas longtemps pour que leur proie s'échappe de leur petite île et commence à terroriser les habitants d'un centre de recherche. La directrice du laboratoire et son second, Jimmy, trouvent le seul homme qui soit expert dans l'abattage des Graboïdes : Burt Gummer !"
The Division,,"Action,Drame",134,Vicente Amorim,,"Hanna Romanazzi,Erom Cordeiro,Silvio Guindane",A Divisão,,Portugais,Long-métrage,2020,-,"2,3",,9 Critiques Spectateurs,,"Rio de Janeiro, 1997. Une dizaine de personnes sont kidnappées tous les mois et rendues à leurs proches après le paiement de fortes rançons. Les habitants les plus aisés, terrorisés, se cloîtrent chez eux. Mendonça et Juliano Santiago, deux policiers que tout oppose, sont nommés à la tête de la brigade anti-kidnapping..."
Les Mystères des Majorettes,30/05/2020,,90,Lorenzo Gabriele, France 3 ,"Isabelle Vitari,Alexandre Varga,Marie Bunel",,,Français,Télefilm,2020,-,"2,9",,1 Critique Spectateur,,"Dans une petite ville de Charente-Maritime, une jeune majorette est retrouvée morte dans la glacière située sur le domaine de Madame Li, une riche viticultrice chinoise installée depuis quinze ans dans la région. Pour Claire, capitaine de gendarmerie en charge de l'affaire, l'enquête s'annonce des plus compliquées, entre les rivalités de majorettes, les soupçons véhiculés par la xénophobie des villageois et les vieilles histoires de famille qui renaissent... On impose à Claire, David, un criminologue de la région, comme partenaire dans son enquête. Claire, peu encline à se prêter au jeu des analyses psychologiques de son partenaire, va devoir pourtant trouver un moyen de collaborer avec ce dernier afin de résoudre le mystère qui plane sur la petite ville.  Leur collaboration imposée va révéler chez chacun d'eux de douloureux secrets..."
Full Out 2: You Got This!,,,90,Jeff Deverett,,"Logan Edra,Sydney Cope,Braedyn Bruner",,,Anglais,Télefilm,2020,-,"2,4",,2 Critiques Spectateurs,,"En vue d'un championnat, Chayse et son équipe de gymnastique demandent à une danseuse de break dance locale de leur enseigner des mouvements originaux."
My Heart Can't Beat Unless You Tell It To,,Drame,89,Jonathan Cuartas,,"Patrick Fugit,Ingrid Sophie Schram,Owen Campbell",,,"Anglais, Espagnol",Long-métrage,2020,-,"2,8",,3 Critiques Spectateurs,,"Deux frères et soeurs se trouvent en désaccord quant aux soins à prodiguer à leur jeune frère malade, qui pourrait bien être un vampire..."
Marraine ou presque,,"Fantastique,Famille",110,Sharon Maguire,,"Isla Fisher,Jillian Bell,Santiago Cabrera",Godmothered,,Anglais,Long-métrage,2020,-,"2,7",,15 Critiques Spectateurs,,"Eleanor est une apprentie bonne fée en proie au doute. Constatant que son métier n’a plus trop d’avenir, elle cherche coûte que coûte le moyen de prouver au monde qu’il a toujours besoin de magie. En découvrant la lettre égarée de Mackenzie - une préado angoissée - l’espoir renaît. Partant à sa recherche, Eleanor découvre que celle-ci a bien grandi et qu’elle est désormais une mère célibataire de 40 ans, journaliste au sein d’une chaîne d’information de Boston. Veuve depuis plusieurs années, Mackenzie a abandonné ses illusions et tout espoir de connaître une vie aussi heureuse que celle décrite dans les contes. Bien décidée à transformer l’existence de sa protégée, Eleanor va tout mettre en œuvre pour lui prouver le contraire… Quitte à provoquer les pires catastrophes ou quiproquos !"
My Kid,22/12/2021,Aventure,94,Nir Bergman, Dulac Distribution ,"Shai Avivi,Noam Imber,Smadi Wolfman",Here We Are,"Israël,Italie",Hebreu,Long-métrage,2020,-,"3,3","3,7",15 articles de presse,,"Aaron a consacré sa vie à élever son fils autiste Uri. Ensemble, ils vivent dans une routine coupée du monde réel. Mais Uri est à présent un jeune adulte, avec de nouveaux désirs et de nouveaux besoins. Alors qu’ils sont en route vers l’institut spécialisé qui doit accueillir Uri, Aaron décide de s’enfuir avec lui, convaincu que son fils n’est pas prêt pour cette séparation."
