titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
L'Impasse,23/03/1994,"Drame,Thriller",143,Brian De Palma, Ciné Sorbonne ,"Al Pacino,Sean Penn,Penelope Ann Miller",Carlito's Way,,Anglais,Long-métrage,1993,30 000 000 $,"4,8","4,3",4 articles de presse,2 nominations,"New-York, 1975. Libéré après 5 années de prison grâce à son avocat véreux, Carlito Brigante, ancienne figure du milieu, rentre chez lui dans le quartier espagnol de Harlem. Il souhaite se réinsérer dans la vie et monter aux Bahamas une affaire honnête avec la femme de sa vie. Mais son passé le rattrape, et ce qui a fait de lui un caïd autrefois risque bien de lui coûter la vie aujourd'hui..."
Heat,21/02/1996,Drame,170,Michael Mann, Park Circus France ,"Al Pacino,Robert De Niro,Val Kilmer",,,Anglais,Long-métrage,1995,US$60.000.000,"3,2","4,3",5 articles de presse,,"Neil McCauley est un braqueur qui a de l'expérience. Il veille, au cours de ses vols, à ne pas commettre d'impairs. Ses complices n'ont pas autant de scrupules ni de «conscience professionnelle». Lors d'une opération pourtant bien planifiée, l'un d'entre eux tire sur deux vigiles. Ce double meurtre intéresse au plus au point le lieutenant Hanna, qui ne met guère de temps à identifier McCauley comme étant le cerveau de la bande. Les deux hommes apprennent à se connaître par dossier et surveillance interposée. A tel point qu'il finissent par se rencontrer. Chacun jure alors de mettre l'autre en échec. Un duel s'engage, à la limite de la légalité. Robert De Niro et Al Pacino, deux monstres du cinéma, se livrent à un numéro d'anthologie."
L'Accusé,11/08/2017,Thriller,110,Oriol Paulo,,"Mario Casas,Bárbara Lennie,Ana Wagener",Contratiempo,,Espagnol,Long-métrage,2016,5.000.000$,"4,3",,222 Critiques Spectateurs,,"Après s’être réveillé à côté du corps sans vie de sa petite amie à l’hôtel, un homme d’affaires engage une grande avocate pour comprendre ce qui s’est passé."
Et pour quelques dollars de plus,30/09/1966,,130,Sergio Leone, Carlotta Films ,"Clint Eastwood,Lee Van Cleef,Gian Maria Volontè",Per qualche dollari di piu,"Espagne,Allemagne de l'Ouest,Italie","Italien, Anglais",Long-métrage,1965,600 000 $,"3,7","4,3",6 articles de presse,,""" L'indien "", bandit cruel et fou, s'est évadé de prison. Il se prépare à attaquer la banque d'El Paso, la mieux gardée de tout l'Ouest, avec une quinzaine d'autres malfaiteurs. Le "" Manchot "" et le Colonel Douglas Mortimer, deux chasseurs de primes concurrents, décident, après une confrontation tendue, de faire finalement équipe pour arrêter les bandits. Mais leurs motivations ne sont pas forcément les mêmes..."
Voyage à Tokyo,08/02/1978,,136,Yasujirô Ozu, Carlotta Films ,"Chishû Ryû,Chieko Higashiyama,Setsuko Hara",Tôkyô monogatari,,"Japonais, Anglais",Long-métrage,1953,-,"4,8","4,3",8 articles de presse,3 nominations,"Un couple âgé entreprend un voyage pour rendre visite à ses enfants. D’abord accueillis avec les égards qui leur sont dus, les parents s’avèrent bientôt dérangeants. Seule Noriko, la veuve de leur fils mort à la guerre, semble réellement contente de les voir et trouve du temps à leur consacrer. Les enfants, quant à eux, se cotisent pour leur offrir un séjour dans la station thermale d’Atami, loin de Tokyo…"
Scarface,07/03/1984,Drame,165,Brian De Palma, Splendor Films ,"Al Pacino,Michelle Pfeiffer,Steven Bauer",,,"Anglais, Espagnol",Long-métrage,1983,25 000 000 $,"3,9","4,3",8 articles de presse,4 nominations,
Taxi Driver,02/06/1976,,115,Martin Scorsese, Park Circus France ,"Robert De Niro,Jodie Foster,Harvey Keitel",,,"Anglais, Espagnol",Long-métrage,1976,1 300 000 $,"4,8","4,3",8 articles de presse,1 prix et 14 nominations,
L'Armée des Ombres,12/09/1969,Guerre,140,Jean-Pierre Melville, Dulac Distribution ,"Lino Ventura,Simone Signoret,Paul Crauchet",,"France,Italie",Français,Long-métrage,1969,-,"4,5","4,3",2 articles de presse,,"France 1942. Gerbier, ingénieur des Ponts et Chaussées est également l'un des chefs de la Résistance. Dénoncé et capturé, il est incarcéré dans un camp de prisonniers. Alors qu'il prépare son évasion, il est récupéré par la Gestapo..."
Boulevard du crépuscule,18/04/1951,Romance,110,Billy Wilder, Splendor Films ,"William Holden,Gloria Swanson,Erich Von Stroheim",Sunset Blvd.,,Anglais,Long-métrage,1950,1 752 000 $,"4,4","4,3",9 articles de presse,7 prix et 11 nominations,"Norma Desmond, grande actrice du muet, vit recluse dans sa luxueuse villa de Berverly Hills en compagnie de Max von Meyerling, son majordome qui fut aussi son metteur en scène et mari. Joe Gillis, un scénariste sans le sou, pénètre par hasard dans la propriété et Norma lui propose de travailler au scénario du film qui marquera son retour à l'écran,"
Le Château ambulant,12/01/2005,"Aventure,Fantastique",119,Hayao Miyazaki, Buena Vista International ,"Chieko Baishô,Takuya Kimura,Akihiro Miwa",Hauru no ugoku shiro,,Japonais,Long-métrage,2004,"¥2,4 bilhões","4,3","4,3",817 Critiques Spectateurs,5 nominations,"La jeune Sophie, 18 ans, travaille inlassablement dans la chapellerie autrefois tenue par son père, malheureusement décédé. Résignée à son sort, c’est lors de l’une de ses rares sorties en ville qu’elle fait la connaissance du beau Hauru, un magicien. Mais la sorcière des Landes, jalouse de cette rencontre, jette un sort à Sophie, la transformant en vieille dame. Accablée par sa nouvelle apparence, Sophie s’enfuit dans les montagnes et tombe sur la demeure de Hauru : son Château Ambulant. Et si tout ceci n’était que le commencement d’une merveilleuse histoire ?"
L'Inconnu,19/06/2002,Romance,65,Tod Browning, 19/06/2002 ,"Lon Chaney,Joan Crawford,Nick De Ruiz",The Unknown,,Anglais,Long-métrage,1927,217 000 $,"5,0","4,3",2 articles de presse,,"Alonzo, ""l'homme sans bras"", vedette d'un cirque installé à Madrid, tire à la carabine et lance des poignards avec ses pieds sur sa partenaire, dont il est secrètement et follement amoureux, la jolie Estrellita. C'est la fille de Zanzi, le directeur."
La Colline des hommes perdus,,Drame,123,Sidney Lumet, Swashbuckler Films ,"Sean Connery,Harry Andrews,Ian Bannen",The Hill,,Anglais,Long-métrage,1965,-,"5,0","4,3",1 article de presse,1 prix et 8 nominations,"Durant la Seconde Guerre mondiale, un camp disciplinaire situé en Libye et dirigé par le sergent-major Wilson accueille cinq nouveaux prisonniers. Le terrible et très cruel sergent Williams est nommé par Wilson pour en faire ce qu'il estime de vrais soldats. Sous un soleil de plomb et face au défi d'une colline artificielle installée au milieu du camp pour les malmener, les cinq hommes vont devoir affronter l'autorité du sergent Williams."
L'Enfer est à lui,22/10/2003,"Thriller,Action,Drame",114,Raoul Walsh,"
2 nominations
","James Cagney,Virginia Mayo,Edmond O'Brien",White Heat,,Anglais,Long-métrage,1949,-,"4,3",,46 Critiques Spectateurs,2 nominations,"Le gangster Cody Jarrett et ses complices attaquent un train en Californie. Pendant l'opération, quatre employés sont tués. La police est déterminée à retrouver les coupables et surveille la mère de Cody, à laquelle ce dernier voue une adoration pathologique."
Les Nuits de Cabiria,16/10/1957,,115,Federico Fellini, Tamasa Distribution ,"Giulietta Masina,François Périer,Franca Marzi",Le Notti di Cabiria,"Italie,France",Italien,Long-métrage,1957,-,"4,5","4,3",2 articles de presse,2 prix et 6 nominations,"Cabiria, une petite prostituée romaine, est une gentille fille, assez naïve malgré son dur métier. En dehors de ses clients, les hommes qu'elle rencontre font montre envers elle d'une grande cruauté. Avec une foi inébranlable, Cabiria ne désespère pas de voir tourner sa chance et persiste à chercher l'amour."
Les Chaussons rouges,10/06/1949,"Drame,Romance",133,Michael Powell, Carlotta Films ,"Anton Walbrook,Moira Shearer,Marius Goring",The Red Shoes,,"Anglais, Français, Russe",Long-métrage,1948,500 000 £,"5,0","4,3",8 articles de presse,3 prix et 5 nominations,"Vicky, danseuse, et Julian, compositeur, sont engagés dans une troupe de ballet. Tyrannique, le directeur pousse Vicky à s'identifier à l'héroïne du ballet ""Les Chaussons rouges"". Elle y sacrifie tout, même son amour pour Julien."
Eve,27/04/1951,,130,Joseph L. Mankiewicz, Théâtre du Temple ,"Bette Davis,Anne Baxter,George Sanders",All about Eve,,Anglais,Long-métrage,1950,-,"4,3",,97 Critiques Spectateurs,10 prix et 14 nominations,"Eve Harrington reçoit, des mains d'un vieil acteur, le Prix Sarah Siddons. L'entourage de celle-ci se souvient de son ascension."
Les enfants du paradis,15/03/1945,Romance,189,Marcel Carné, Tamasa Distribution ," Arletty,Jean-Louis Barrault,Pierre Brasseur",,,Français,Long-métrage,1945,-,"5,0","4,3",4 articles de presse,4 nominations,"Paris, 1828. Sur le boulevard du Crime, au milieu de la foule, des acteurs et des bateleurs, le mime Baptiste Deburau, par son témoignage muet, sauve Garance d'une erreur judiciaire. C'est ici que commencent les amours contrariées de Garance, femme libre et audacieuse, et de Baptiste qu'elle intimide et qui n'ose lui déclarer sa flamme. Mais aussi ceux de Nathalie, la fille du directeur du théâtre, qui aime Baptiste, et Frédérick Lemaître, un jeune acteur prometteur, qui entame une liaison avec Garance, tandis que cette dernière aime aussi Baptiste en secret."
Le Mans 66,13/11/2019,Drame,153,James Mangold, Twentieth Century Fox France ,"Matt Damon,Christian Bale,Caitriona Balfe",Ford v. Ferrari,,Anglais,Long-métrage,2019,-,"3,8","4,3",33 articles de presse,3 prix et 7 nominations,"Basé sur une histoire vraie, le film suit une équipe d'excentriques ingénieurs américains menés par le visionnaire Carroll Shelby et son pilote britannique Ken Miles, qui sont envoyés par Henry Ford II pour construire à partir de rien une nouvelle automobile qui doit détrôner la Ferrari à la compétition du Mans de 1966."
Raging Bull,25/03/1981,Biopic,129,Martin Scorsese, Park Circus France ,"Robert De Niro,Cathy Moriarty,Joe Pesci",,,Anglais,Long-métrage,1980,18 000 000 $,"5,0","4,3",7 articles de presse,5 prix et 14 nominations,
Zootopie,17/02/2016,"Famille,Comédie",108,Byron Howard, The Walt Disney Company France ,"Marie-Eugénie Maréchal,Ginnifer Goodwin,Alexis Victor",Zootopia,,Anglais,Long-métrage,2016,-,"4,0","4,3",969 Critiques Spectateurs,5 prix et 4 nominations,
Los Olvidados (Pitié pour eux),,Policier,85,Luis Buñuel, Films sans Frontières ,"Ernesto Alonso,Jesús García,Roberto Cobo",Los Olvidados,,Espagnol,Long-métrage,1950,-,"4,3",,37 Critiques Spectateurs,1 prix et 4 nominations,"Dans une banlieue déshéritée de Mexico, El Jaïbo, échappé d’une maison de correction, retrouve sa bande. Ensemble, ils agressent un aveugle et dévalisent un cul-de-jatte. Mais El Jaïbo veut avant tout se venger de Julian, qu’il accuse de l’avoir dénoncé. Accompagné du jeune Pedro, El Jaïbo attire Julian dans un traquenard et le tue. Seul témoin du meurtre, Pedro va alors désespérément tenter de retrouver le droit chemin..."
La Fille du puisatier,20/12/1940,,170,Marcel Pagnol,,"Josette Day, Fernandel,Fernand Charpin",,,Français,Long-métrage,1940,-,"4,3",,38 Critiques Spectateurs,,"Fille aînée du puisatier Amoretti, Patricia s'éprend de Jacques Mazel, un jeune aviateur, issu d'une famille de riches commerçants. Lorsque la guerre éclate, Jacques part rejoindre son escadrille, ignorant que Patricia attend un enfant de lui. Blâmée par son père, la jeune fille est également rejetée par les parents de Jacques."
Amadeus,31/10/1984,Historique,180,Milos Forman, Warner Bros. France ,"Tom Hulce,F. Murray Abraham,Elizabeth Berridge",,,Anglais,Long-métrage,1984,18 000 000 $,"4,5","4,3",8 articles de presse,16 prix et 12 nominations,"A Vienne, en novembre 1823. Au coeur de la nuit, un vieil homme égaré clame cette étonnante confession :"
Le Fanfaron,,,105,Dino Risi, L.C.J. Editions et Productions ,"Vittorio Gassman,Jean-Louis Trintignant,Catherine Spaak",Il Sorpasso,,Italien,Long-métrage,1962,-,"4,3",,61 Critiques Spectateurs,2 nominations,"Un Méditerranéen très en verve, désinvolte, charmeur et... fanfaron, fait la connaissance d'un étudiant en droit studieux, timide et complexé. Il va lui faire vivre deux jours de randonnées trépidantes de Rome à Viareggio..."
La Couleur des sentiments,26/10/2011,,146,Tate Taylor, The Walt Disney Company France ,"Emma Stone,Jessica Chastain,Viola Davis",The Help,"U.S.A.,Inde,Emirats Arabes Unis",Anglais,Long-métrage,2011,25 000 000 $,"2,6","4,3",20 articles de presse,9 prix et 27 nominations,"Dans la petite ville de Jackson, Mississippi, durant les années 60, trois femmes que tout devait opposer vont nouer une incroyable amitié. Elles sont liées par un projet secret qui les met toutes en danger, l’écriture d’un livre qui remet en cause les conventions sociales les plus sensibles de leur époque. De cette alliance improbable va naître une solidarité extraordinaire. À travers leur engagement, chacune va trouver le courage de bouleverser l’ordre établi, et d’affronter tous les habitants de la ville qui refusent le vent du changement..."
Dallas Buyers Club,29/01/2014,Biopic,117,Jean-Marc Vallée, UGC Distribution ,"Matthew McConaughey,Jennifer Garner,Jared Leto",,,"Anglais, Japonais",Long-métrage,2013,5 500 000 $,"3,9","4,3",29 articles de presse,10 prix et 11 nominations,
Le Sommet des Dieux,22/09/2021,"Animation,Drame",95,Patrick Imbert, Wild Bunch Distribution ,"Lazare Herson-Macarel,Eric Herson-Macarel,Damien Boisseau",,"France,Luxembourg",Français,Long-métrage,2021,-,"4,2","4,3",173 Critiques Spectateurs,4 prix et 2 nominations,"A Katmandou, le reporter japonais Fukamachi croit reconnaître Habu Jôji, cet alpiniste que l'on pensait disparu depuis des années. Il semble tenir entre ses mains un appareil photo qui pourrait changer l’histoire de l’alpinisme. Et si George Mallory et Andrew Irvine étaient les premiers hommes à avoir atteint le sommet de l’Everest, le 8 juin 1924 ? Seul le petit Kodak Vest Pocket avec lequel ils devaient se photographier sur le toit du monde pourrait livrer la vérité. 70 ans plus tard, pour tenter de résoudre ce mystère, Fukamachi se lance sur les traces de Habu. Il découvre un monde de passionnés assoiffés de conquêtes impossibles et décide de l’accompagner jusqu’au voyage ultime vers le sommet des dieux."
Vous ne l'emporterez pas avec vous,03/11/1938,Romance,127,Frank Capra, Columbia ,"Jean Arthur,Lionel Barrymore,James Stewart",You Can't Take it With you,,Anglais,Long-métrage,1938,-,"5,0","4,3",1 article de presse,2 prix et 7 nominations,"Après avoir fait fortune, le vieux Vanderhof est devenu un sage en pensant que l'argent ne fait pas le bonheur. Il vit entouré de ses petits-enfants et de ses domestiques, pour le moins originaux. Mais voila que sa petite-fille Alice tombe amoureuse de Tony Kirby, le fils d'un homme d'affaires. Si Alice et Tony s'aiment, ce n'est pas le cas des Vanderhof et des Kirby, qui n'ont pas réellement la même conception de la vie."
Dragons,31/03/2010,"Aventure,Famille",93,Chris Sanders, Paramount Pictures France ,"Donald Reignoux,Jay Baruchel,Emmanuel Jacomy",How to Train Your Dragon,,Anglais,Long-métrage,2010,165 000 000 $,"3,9","4,3",1877 Critiques Spectateurs,1 prix et 9 nominations,"L'histoire d'Harold, jeune Viking peu à son aise dans sa tribu où combattre les dragons est le sport national. Sa vie va être bouleversée par sa rencontre avec un dragon qui va peu à peu amener Harold et les siens à voir le monde d'un point de vue totalement différent."
Le Cercle des poètes disparus,17/01/1990,,128,Peter Weir, Warner Bros. France ,"Robin Williams,Ethan Hawke,Robert Sean Leonard",Dead Poets Society,,Anglais,Long-métrage,1989,16 400 000 $,"4,0","4,3",5 articles de presse,4 prix et 11 nominations,"Todd Anderson, un garçon plutôt timide, est envoyé dans la prestigieuse académie de Welton, réputée pour être l'une des plus fermées et austères des États-Unis, là où son frère avait connu de brillantes études."
The Dark Knight Rises,,Thriller,164,Christopher Nolan, Warner Bros. France ,"Christian Bale,Gary Oldman,Tom Hardy",,"U.S.A.,Grande-Bretagne",Anglais,Long-métrage,2012,250 000 000 $,"3,6","4,3",28 articles de presse,3 nominations,"Il y a huit ans, Batman a disparu dans la nuit : lui qui était un héros est alors devenu un fugitif. S'accusant de la mort du procureur-adjoint Harvey Dent, le Chevalier Noir a tout sacrifié au nom de ce que le commissaire Gordon et lui-même considéraient être une noble cause. Et leurs actions conjointes se sont avérées efficaces pour un temps puisque la criminalité a été éradiquée à Gotham City grâce à l'arsenal de lois répressif initié par Dent."
Les Contes de la lune vague après la pluie,18/03/1959,Fantastique,97,Kenji Mizoguchi, Capricci Films ,"Machiko Kyô,Mitsuko Mito,Kinuyo Tanaka",Ugetsu monogatari,,Japonais,Long-métrage,1953,-,"5,0","4,3",6 articles de presse,1 prix et 1 nomination,"XVIe siècle. Deux villageois ambitieux partent à l’aventure : le potier Genjuro désire profiter de la guerre pour s’enrichir, le paysan Tobei rêve de devenir un grand samouraï. À la ville, Genjuro est entraîné par une belle et étrange princesse dans son manoir où il succombe à ses sortilèges... Pendant ce temps, le malheur fond sur les épouses délaissées : Ohama est réduite à la prostitution, Miyagi est attaquée par des soldats affamés."
Les Tontons flingueurs,27/11/1963,Policier,105,Georges Lautner, Gaumont Distribution ,"Lino Ventura,Bernard Blier,Francis Blanche",,"France,Allemagne,Italie",Français,Long-métrage,1963,-,"3,8","4,3",5 articles de presse,1 prix et 3 nominations,"Propriétaire d'une petite usine de tracteurs, Fernand Naudin mène une vie tranquille et sans histoire quand un télégramme l'appelle à Paris. Il arrive à temps pour recueillir le dernier soupir d'un ami de jeunesse, Louis dit « le Mexicain », qui lui confie ses affaires louches en même temps que la garde de sa fille Patricia. Et les ennuis commencent..."
Edmond,09/01/2019,Historique,113,Alexis Michalik, Gaumont Distribution ,"Thomas Solivérès,Olivier Gourmet,Mathilde Seigner",,"France,Belgique",Français,Long-métrage,2018,-,"3,6","4,3",25 articles de presse,1 prix et 5 nominations,"Décembre 1897, Paris. Edmond Rostand n’a pas encore trente ans mais déjà deux enfants et beaucoup d’angoisses. Il n’a rien écrit depuis deux ans. En désespoir de cause, il propose au grand Constant Coquelin une pièce nouvelle, une comédie héroïque, en vers, pour les fêtes. Seul souci : elle n’est pas encore écrite. Faisant fi des caprices des actrices, des exigences de ses producteurs corses, de la jalousie de sa femme, des histoires de cœur de son meilleur ami et du manque d’enthousiasme de l’ensemble de son entourage, Edmond se met à écrire cette pièce à laquelle personne ne croit. Pour l’instant, il n’a que le titre : « Cyrano de Bergerac »."
La Grande évasion,11/09/1963,Drame,169,John Sturges, Swashbuckler Films ,"Steve McQueen,Charles Bronson,James Donald",The Great Escape,,"Anglais, Allemand, Français, Russe",Long-métrage,1963,4 000 000 $,"3,8","4,3",5 articles de presse,2 nominations,"Durant la Seconde Guerre Mondiale, des officiers alliés récidivistes de l'évasion sont prisonniers et surveillés étroitement dans un stalag. Malgré cela, ils préparent une évasion massive. Avant même que l'alerte ne soit déclenchée, soixante-quinze d'entre eux parviennent à s'échapper..."
Mustang,17/06/2015,,93,Deniz Gamze Ergüven, Ad Vitam ,"Güneş Nezihe Şensoy,Doğa Zeynep Doğuşlu,Elit İşcan",,"Turquie,France,Allemagne",Turc,Long-métrage,2015,-,"4,0","4,3",22 articles de presse,10 prix et 18 nominations,
Casablanca,13/05/1947,Drame,102,Michael Curtiz, Warner Bros. France ,"Humphrey Bogart,Ingrid Bergman,Paul Henreid",,,"Anglais, Français, Allemand",Long-métrage,1942,950 000 $,"4,4","4,3",5 articles de presse,3 prix et 5 nominations,"Dans son night-club marocain, le cynique Rick Blaine ferme les yeux sur la misère de la Seconde Guerre mondiale jusqu’à ce que son ancienne amante, Ilsa Lund, entre dans la pièce, forçant Rick à choisir entre vivre avec la femme qu’il aime et devenir le héros dont elle a besoin."
À bout de course,26/10/1988,Musical,115,Sidney Lumet,"
1 prix et 6 nominations
","Steven Hill,Lynne Thigpen,Martha Plimpton",Running on Empty,,Anglais,Long-métrage,1988,-,"4,8","4,3",5 articles de presse,1 prix et 6 nominations,"Danny, jeune homme de 17 ans, est le fils d'anciens militants contre la guerre du Vietnam. Ses parents Annie et Arthur Pope organiserent un attentat à la bombe contre une fabrique de napalm. Un gardien meurt lors de l'explosion. Depuis, les Pope sont en fuite. Danny vit assez mal cette situation de mensonge et de dissimulation. Mais tout va basculer lors de sa rencontre avec Lorne Philips, la fille de son professeur de musique."
Rush,25/09/2013,Biopic,123,Ron Howard, Pathé ,"Chris Hemsworth,Daniel Brühl,Olivia Wilde",,"U.S.A.,Allemagne,Grande-Bretagne","Anglais, Allemand, Italien, Français",Long-métrage,2013,38 000 000 $,"4,1","4,3",21 articles de presse,1 prix et 7 nominations,
Vice Versa,17/06/2015,"Comédie,Famille",95,Pete Docter, The Walt Disney Company France ,"Charlotte Le Bon,Amy Poehler,Pierre Niney",Inside Out,,Anglais,Long-métrage,2015,-,"4,7","4,3",1253 Critiques Spectateurs,14 prix et 4 nominations,
Les Incorruptibles,21/10/1987,,119,Brian De Palma, Flash Pictures ,"Kevin Costner,Sean Connery,Charles Martin Smith",The Untouchables,,Anglais,Long-métrage,1987,25 000 000 $,"3,3","4,3",6 articles de presse,3 prix et 10 nominations,
Le Crime était presque parfait,02/02/1955,Policier,105,Alfred Hitchcock, Théâtre du Temple ,"Ray Milland,Grace Kelly,Robert Cummings",Dial M. for Murder,,Anglais,Long-métrage,1954,1 400 000 $,"4,4","4,3",8 articles de presse,,"Tony Wendice, une ancienne gloire du tennis, s'est marié avec Margot pour sa richesse. Mais celle-ci le trompe depuis peu avec Mark Halliday, un jeune auteur de romans policiers."
Baby Cart la saga,24/08/2005,,,Kenji Misumi, Wild Side ,Tomisaburo Wakayama,,,Japonais,Long-métrage,2005,-,"4,5","4,3",2 articles de presse,,L'intégrale de la saga culte composée de ses six volets :
Batman contre le fantôme masqué,,Action,76,Eric Radomski,,"Kevin Conroy,Dana Delany,Mark Hamill",Batman: Mask of the Phantasm,,Anglais,Long-métrage,1993,US$ 6 000 000,"4,3",,,,"Un parrain de la pègre est assassiné par un homme en cape noire. Le nouveau procureur Arthur Reeves accuse Batman. Désormais traqué, Batman enquête pour retrouver le véritable meurtrier. Mais dans le même temps, Bruce Wayne retrouve aussi une ancienne petite-amie, Andréa Beaumont, dont le père fut autrefois mêlé aux affaires des gangsters tués. L'occasion pour le chevalier noir de replonger dans son passé, à l'époque où il faillit renoncer à devenir un justicier..."
Warrior,14/09/2011,Drame,140,Gavin O'Connor, Metropolitan FilmExport ,"Joel Edgerton,Tom Hardy,Jennifer Morrison",,,Anglais,Long-métrage,2011,30 000 000 $,"3,6","4,3",20 articles de presse,3 nominations,"Ancien Marine brisé, Tommy Conlon rentre au pays et demande à son père de le préparer pour un tournoi d’arts martiaux mixtes qui lui permettrait de gagner une fortune. Personne ne sait ce qu’il espère faire de cet argent. Le propre frère de Tommy, Brendan, décide lui aussi de s’engager dans la compétition pour essayer de sauver sa famille. Entre les deux frères, les années n’ont pas adouci les rancœurs."
Avatar,16/12/2009,Aventure,162,James Cameron, The Walt Disney Company France ,"Sam Worthington,Zoe Saldana,Sigourney Weaver",,,"Anglais, Espagnol",Long-métrage,2009,237 000 000 $,"4,3","4,3",30 articles de presse,10 prix et 19 nominations,"Malgré sa paralysie, Jake Sully, un ancien"
Les Figures de l'ombre,08/03/2017,Biopic,127,Theodore Melfi, Twentieth Century Fox France ,"Taraji P. Henson,Octavia Spencer,Janelle Monáe",Hidden Figures,,Anglais,Long-métrage,2016,-,"3,3","4,3",21 articles de presse,1 prix et 10 nominations,"Le destin extraordinaire des trois scientifiques afro-américaines qui ont permis aux États-Unis de prendre la tête de la conquête spatiale, grâce à la mise en orbite de l’astronaute John Glenn."
Assurance sur la mort,31/07/1946,Policier,107,Billy Wilder, Les Acacias ,"Fred MacMurray,Barbara Stanwyck,Edward G. Robinson",Double Indemnity,,Anglais,Long-métrage,1944,$ 927 262,"4,6","4,3",5 articles de presse,7 nominations,"Walter Neff, un employé d’une compagnie d’assurances, tombe amoureux de sa cliente Phyllis Dietrichson qui réussit à le convaincre d’échafauder avec elle un plan pour supprimer son mari encombrant et violent et ainsi partager avec elle l’assurance-vie de ce dernier. Walter Neff, dont le meilleur ami Barton Keyes est un fin limier qui enquête sur les fraudes à l’assurance dans la même compagnie que lui, pense avoir trouver le plan parfait pour faire passer un meurtre pour un accident. Mais les choses ne se termineront pas comme prévu."
Ma Vie De Courgette,19/10/2016,"Drame,Famille",66,Claude Barras, Gebeka Films ,"Gaspard Schlatter,Sixtine Murat,Paulin Jaccoud",,"Suisse,France",Français,Long-métrage,2015,-,"4,4","4,3",279 Critiques Spectateurs,13 prix et 15 nominations,"Courgette n’a rien d’un légume, c’est un vaillant petit garçon. Il croit qu’il est seul au monde quand il perd sa mère. Mais c’est sans compter sur les rencontres qu’il va faire dans sa nouvelle vie au foyer pour enfants. Simon, Ahmed, Jujube, Alice et Béatrice : ils ont tous leurs histoires et elles sont aussi dures qu’ils sont tendres. Et puis il y a cette fille, Camille. Quand on a 10 ans, avoir une bande de copains, tomber amoureux, il y en a des choses à découvrir et à apprendre. Et pourquoi pas même, être heureux."
La passion de Jeanne d'Arc,25/09/1928,"Biopic,Drame",110,Carl Theodor Dreyer, Gaumont Distribution ,"Maria Falconetti,Eugene Silvain,Andre Berley",,,Muet,Long-métrage,1928,-,"4,8","4,3",5 articles de presse,,"En 1431 débute le procès de Jeanne dans le château de Rouen, devant un tribunal ecclésiastique au service de l'occupant anglais. Enchaînée, avec une simplicité désarmante, elle explique ses gestes devant une foule qui a décidé de la condamner avant même le début de son jugement."
"Batman: The Dark Knight Returns, Part 2",,Animation,76,Jay Oliva,,"Peter Weller,Ariel Winter,David Selby",,,Anglais,Long-métrage,2013,$ 3.500.000,"4,3",,,,"Batman, s'activant à arrêter les multiples gangs nés de la dissolution du gang des mutants voit ressurgir un vieil ennemi du passé : le Joker."
Le Peuple Loup,20/10/2021,"Aventure,Famille,Fantastique",103,Tomm Moore, Haut et Court ,"Lévanah Solomon,Honor Kneafsey,Lana Ropion",Wolfwalkers,"Irlande,U.S.A.,Luxembourg",Anglais,Long-métrage,2020,-,"4,2","4,3",52 Critiques Spectateurs,3 nominations,"En Irlande, au temps des superstitions et de la magie, Robyn, une jeune fille de 11 ans, aide son père à chasser la dernière meute de loups. Mais un jour, lors d’une battue en forêt, Robyn rencontre Mebh, petite fille le jour, louve la nuit. Désormais pour Robyn, ayant rejoint elle aussi le peuple des loups, la menace ne vient plus des loups, mais bien des hommes !"
The Father,26/05/2021,,98,Florian Zeller, Orange Studio Distribution / UGC Distribution ,"Anthony Hopkins,Olivia Colman,Mark Gatiss",,"Grande-Bretagne,France",Anglais,Long-métrage,2020,-,"3,9","4,3",35 articles de presse,7 prix et 13 nominations,"THE FATHER raconte la trajectoire intérieure d’un homme de 81 ans, Anthony, dont la réalité se brise peu à peu sous nos yeux. Mais c’est aussi l’histoire d’Anne, sa fille, qui tente de l’accompagner dans un labyrinthe de questions sans réponses."
Mon voisin Totoro,08/12/1999,,87,Hayao Miyazaki, The Walt Disney Company France ,"Chika Sakamoto,Noriko Hidaka,Shigesato Itoi",Tonari no Totoro,,Japonais,Long-métrage,1988,-,"4,4","4,3",529 Critiques Spectateurs,2 nominations,"Deux petites filles, Mei et Satsuki, viennent s'installer avec leur père dans une grande maison à la campagne afin de se rapprocher de l'hôpital où séjourne leur mère. Elles vont découvrir l'existence de leurs nouveaux voisins, invisible aux yeux des autres humains, des créatures merveilleuses, mais très discrètes : Grand Totoro, Moyen Totoro (Chū-Totoro) et Petit Totoro (Chibi-Totoro). Avec son ventre rebondi, Totoro est un être rare et fascinant, un esprit de la forêt... Il se nourrit de glands et de noix. Il peut voler, se déplacer en « Chat-Bus ». Il dort le jour, mais les nuits de pleine lune, il aime jouer avec des ocarinas magiques..."
